DATE,TIME,RACE,SEX,REASON,OUTCOME,SEARCH,FID
2019/03/07 00:00:00+00,21:39:XX,1,2,1,5,1,8325
2019/03/07 00:00:00+00,15:45:XX,3,1,1,2,1,8326
2019/03/05 00:00:00+00,17:30:XX,1,1,1,1,1,8327
2019/03/07 00:00:00+00,21:55:XX,6,1,1,1,1,8328
2019/03/07 00:00:00+00,15:50:XX,1,1,1,2,1,8329
2019/03/05 00:00:00+00,17:32:XX,1,2,1,2,1,8330
2019/03/07 00:00:00+00,22:11:XX,1,2,1,1,1,8331
2019/03/07 00:00:00+00,16:10:XX,1,2,1,2,1,8332
2019/03/05 00:00:00+00,17:34:XX,1,1,1,1,1,8333
2019/03/07 00:00:00+00,22:15:XX,3,1,1,1,1,8334
2019/03/07 00:00:00+00,16:39:XX,1,2,1,2,1,8335
2019/03/05 00:00:00+00,17:47:XX,6,2,1,2,1,8336
2019/03/07 00:00:00+00,22:17:XX,1,1,1,1,1,8337
2019/03/07 00:00:00+00,16:50:XX,2,2,1,2,1,8338
2019/03/05 00:00:00+00,17:53:XX,4,1,1,2,1,8339
2019/03/07 00:00:00+00,22:36:XX,1,1,1,1,1,8340
2019/03/07 00:00:00+00,16:52:XX,1,1,1,1,1,8341
2019/03/05 00:00:00+00,18:06:XX,1,2,1,2,1,8342
2019/03/07 00:00:00+00,22:47:XX,1,1,1,5,1,8343
2019/03/07 00:00:00+00,17:01:XX,1,1,1,1,1,8344
2019/03/05 00:00:00+00,18:08:XX,1,2,1,2,1,8345
2019/03/07 00:00:00+00,23:00:XX,1,1,1,1,1,8346
2019/03/07 00:00:00+00,17:03:XX,1,2,1,2,1,8347
2019/03/05 00:00:00+00,18:23:XX,1,1,1,2,1,8348
2019/03/07 00:00:00+00,23:07:XX,1,1,1,1,1,8349
2019/03/07 00:00:00+00,17:09:XX,1,1,1,2,1,8350
2019/03/05 00:00:00+00,19:00:XX,1,1,1,1,1,8351
2019/03/07 00:00:00+00,23:17:XX,3,1,1,1,1,8352
2019/03/07 00:00:00+00,17:09:XX,1,2,1,1,1,8353
2019/03/05 00:00:00+00,19:11:XX,1,2,1,1,1,8354
2019/03/07 00:00:00+00,23:35:XX,3,1,1,2,1,8355
2019/03/07 00:00:00+00,17:25:XX,1,2,1,1,1,8356
2019/03/05 00:00:00+00,19:19:XX,1,2,1,2,1,8357
2019/03/07 00:00:00+00,23:46:XX,3,2,1,1,1,8358
2019/03/07 00:00:00+00,17:26:XX,1,1,1,2,1,8359
2019/03/05 00:00:00+00,19:45:XX,1,2,1,1,1,8360
2019/03/07 00:00:00+00,23:51:XX,1,1,1,1,1,8361
2019/03/07 00:00:00+00,17:36:XX,1,2,1,2,1,8362
2019/03/05 00:00:00+00,20:18:XX,1,1,1,2,1,8363
2019/03/08 00:00:00+00,00:01:XX,1,1,1,1,1,8364
2019/03/05 00:00:00+00,20:25:XX,1,1,1,2,1,8365
2019/03/08 00:00:00+00,00:10:XX,6,1,1,1,1,8366
2019/03/05 00:00:00+00,20:52:XX,1,1,1,1,1,8367
2019/03/08 00:00:00+00,00:16:XX,1,1,1,1,1,8368
2019/03/05 00:00:00+00,21:00:XX,3,1,1,1,1,8369
2019/03/08 00:00:00+00,00:23:XX,1,2,1,1,1,8370
2019/03/05 00:00:00+00,21:12:XX,1,1,1,1,1,8371
2019/03/08 00:00:00+00,00:23:XX,1,1,1,3,1,8372
2019/03/05 00:00:00+00,21:16:XX,2,1,1,1,1,8373
2019/03/08 00:00:00+00,00:40:XX,6,1,1,1,1,8374
2019/03/05 00:00:00+00,21:21:XX,2,1,1,2,1,8375
2019/03/08 00:00:00+00,00:44:XX,2,2,1,1,1,8376
2019/03/05 00:00:00+00,21:45:XX,3,2,1,1,1,8377
2019/03/08 00:00:00+00,00:45:XX,3,1,1,1,1,8378
2019/03/05 00:00:00+00,21:47:XX,3,1,1,2,1,8379
2019/03/08 00:00:00+00,00:52:XX,2,1,1,5,1,8380
2019/03/08 00:00:00+00,10:00:XX,2,2,1,2,1,8381
2019/03/05 00:00:00+00,21:50:XX,1,1,1,1,1,8382
2019/03/08 00:00:00+00,01:00:XX,1,2,1,1,1,8383
2019/03/05 00:00:00+00,22:23:XX,1,2,1,1,1,8384
2019/03/05 00:00:00+00,22:25:XX,2,1,1,4,3,8385
2019/03/05 00:00:00+00,22:30:XX,1,2,1,1,1,8386
2019/03/05 00:00:00+00,22:35:XX,2,2,1,1,1,8387
2019/03/05 00:00:00+00,22:46:XX,1,1,1,1,1,8388
2019/03/05 00:00:00+00,23:01:XX,2,1,1,1,1,8389
2019/03/05 00:00:00+00,23:20:XX,2,2,1,1,1,8390
2019/03/05 00:00:00+00,23:25:XX,1,2,1,3,1,8391
2019/03/05 00:00:00+00,23:40:XX,1,1,1,1,1,8392
2019/03/05 00:00:00+00,23:50:XX,2,1,1,1,1,8393
2019/03/05 00:00:00+00,23:53:XX,1,1,1,1,1,8394
2019/03/05 00:00:00+00,: :XX,1,1,1,1,1,8395
2019/03/06 00:00:00+00,00:03:XX,1,1,1,2,1,8396
2019/03/06 00:00:00+00,00:10:XX,2,1,1,1,1,8397
2019/03/06 00:00:00+00,00:10:XX,1,1,1,1,1,8398
2019/03/06 00:00:00+00,00:15:XX,1,2,1,1,1,8399
2019/03/06 00:00:00+00,00:18:XX,2,1,1,2,1,8400
2019/03/09 00:00:00+00,01:12:XX,1,1,1,5,1,8401
2019/03/09 00:00:00+00,01:13:XX,1,2,1,1,1,8402
2019/03/09 00:00:00+00,01:14:XX,2,1,1,1,1,8403
2019/03/09 00:00:00+00,01:22:XX,1,2,1,1,1,8404
2019/03/09 00:00:00+00,01:23:XX,3,1,1,3,5,8405
2019/03/09 00:00:00+00,01:27:XX,2,1,1,1,1,8406
2019/03/09 00:00:00+00,01:30:XX,1,2,1,3,1,8407
2019/03/09 00:00:00+00,01:32:XX,1,1,1,1,1,8408
2019/03/09 00:00:00+00,01:32:XX,1,2,1,1,1,8409
2019/03/09 00:00:00+00,01:42:XX,5,2,1,4,4,8410
2019/03/09 00:00:00+00,01:46:XX,1,2,1,1,1,8411
2019/03/09 00:00:00+00,02:15:XX,1,1,1,1,1,8412
2019/03/09 00:00:00+00,02:21:XX,1,1,1,1,1,8413
2019/03/09 00:00:00+00,02:29:XX,2,1,1,3,3,8414
2019/03/09 00:00:00+00,02:30:XX,3,2,1,1,1,8415
2019/03/09 00:00:00+00,02:30:XX,1,1,1,1,1,8416
2019/03/09 00:00:00+00,02:32:XX,1,1,1,1,1,8417
2019/03/09 00:00:00+00,02:45:XX,1,1,1,2,1,8418
2019/03/09 00:00:00+00,02:45:XX,4,1,1,1,1,8419
2019/03/09 00:00:00+00,03:01:XX,2,1,1,3,5,8420
2019/03/09 00:00:00+00,06:54:XX,2,1,1,2,1,8421
2019/03/09 00:00:00+00,07:52:XX,1,1,1,5,1,8422
2019/03/09 00:00:00+00,07:53:XX,1,1,1,1,1,8423
2019/03/09 00:00:00+00,07:55:XX,1,2,1,2,1,8424
2019/03/09 00:00:00+00,07:59:XX,1,2,1,1,1,8425
2019/03/09 00:00:00+00,08:11:XX,1,2,1,1,1,8426
2019/03/09 00:00:00+00,08:15:XX,1,2,1,1,1,8427
2019/03/09 00:00:00+00,08:20:XX,1,2,1,2,1,8428
2019/03/09 00:00:00+00,08:23:XX,1,1,1,1,1,8429
2019/03/09 00:00:00+00,08:32:XX,1,2,1,1,1,8430
2019/03/09 00:00:00+00,08:35:XX,1,2,1,1,1,8431
2019/03/09 00:00:00+00,08:41:XX,1,1,1,2,1,8432
2019/03/09 00:00:00+00,08:47:XX,1,1,1,1,1,8433
2019/03/09 00:00:00+00,08:53:XX,2,2,1,1,1,8434
2019/03/09 00:00:00+00,08:54:XX,1,1,1,1,1,8435
2019/03/09 00:00:00+00,09:01:XX,2,2,1,5,1,8436
2019/03/09 00:00:00+00,09:01:XX,1,2,1,1,1,8437
2019/03/09 00:00:00+00,09:05:XX,1,2,1,1,1,8438
2019/03/09 00:00:00+00,09:07:XX,1,1,1,2,1,8439
2019/03/09 00:00:00+00,09:12:XX,1,2,1,1,1,8440
2019/03/09 00:00:00+00,09:15:XX,1,2,1,1,1,8441
2019/03/09 00:00:00+00,09:15:XX,1,1,1,5,1,8442
2019/03/09 00:00:00+00,09:17:XX,6,1,1,2,1,8443
2019/03/09 00:00:00+00,09:32:XX,1,2,1,1,1,8444
2019/03/09 00:00:00+00,09:32:XX,1,1,1,2,1,8445
2019/03/09 00:00:00+00,09:42:XX,1,2,1,2,1,8446
2019/03/09 00:00:00+00,09:54:XX,1,1,1,1,1,8447
2019/03/09 00:00:00+00,10:40:XX,2,1,1,1,1,8448
2019/03/09 00:00:00+00,11:44:XX,1,1,1,1,1,8449
2019/03/09 00:00:00+00,11:50:XX,1,1,1,1,1,8450
2019/03/10 00:00:00+00,06:17:XX,1,2,1,1,1,8451
2019/03/10 00:00:00+00,07:00:XX,1,1,1,2,1,8452
2019/03/10 00:00:00+00,07:25:XX,6,1,1,2,1,8453
2019/03/10 00:00:00+00,07:36:XX,1,1,1,1,1,8454
2019/03/10 00:00:00+00,07:58:XX,1,1,1,2,1,8455
2019/03/10 00:00:00+00,08:13:XX,2,1,1,1,1,8456
2019/03/10 00:00:00+00,08:15:XX,1,1,1,2,1,8457
2019/03/10 00:00:00+00,08:25:XX,1,1,1,1,1,8458
2019/03/10 00:00:00+00,08:28:XX,2,1,1,2,1,8459
2019/03/10 00:00:00+00,08:33:XX,1,1,1,2,1,8460
2019/03/10 00:00:00+00,08:42:XX,1,2,1,1,1,8461
2019/03/10 00:00:00+00,08:48:XX,5,1,1,1,1,8462
2019/03/10 00:00:00+00,08:51:XX,1,2,1,2,1,8463
2019/03/10 00:00:00+00,08:57:XX,1,1,1,1,1,8464
2019/03/10 00:00:00+00,08:58:XX,1,1,1,2,1,8465
2019/03/10 00:00:00+00,09:00:XX,2,1,1,2,1,8466
2019/03/10 00:00:00+00,09:05:XX,1,2,1,2,1,8467
2019/03/10 00:00:00+00,09:06:XX,1,2,1,2,1,8468
2019/03/10 00:00:00+00,09:07:XX,1,1,1,1,1,8469
2019/03/10 00:00:00+00,09:14:XX,1,2,1,2,1,8470
2019/03/10 00:00:00+00,09:15:XX,1,2,1,1,1,8471
2019/03/10 00:00:00+00,09:19:XX,1,1,1,1,1,8472
2019/03/10 00:00:00+00,09:20:XX,1,1,1,2,1,8473
2019/03/10 00:00:00+00,09:22:XX,1,2,1,2,1,8474
2019/03/10 00:00:00+00,09:26:XX,1,1,1,1,1,8475
2019/03/10 00:00:00+00,09:35:XX,1,2,1,1,1,8476
2019/03/10 00:00:00+00,09:35:XX,1,1,1,1,1,8477
2019/03/10 00:00:00+00,09:38:XX,1,1,1,2,1,8478
2019/03/10 00:00:00+00,09:45:XX,1,1,1,2,1,8479
2019/03/10 00:00:00+00,09:48:XX,1,1,1,1,1,8480
2019/03/10 00:00:00+00,09:55:XX,1,1,1,1,1,8481
2019/03/10 00:00:00+00,10:00:XX,1,2,1,2,1,8482
2019/03/10 00:00:00+00,10:01:XX,1,1,1,1,1,8483
2019/03/10 00:00:00+00,10:08:XX,2,1,1,1,1,8484
2019/03/10 00:00:00+00,10:10:XX,1,1,1,2,1,8485
2019/03/10 00:00:00+00,10:10:XX,1,1,1,1,1,8486
2019/03/10 00:00:00+00,10:11:XX,1,2,1,2,1,8487
2019/03/10 00:00:00+00,10:15:XX,1,1,1,1,1,8488
2019/03/10 00:00:00+00,10:32:XX,1,2,1,2,1,8489
2019/03/10 00:00:00+00,10:34:XX,2,1,1,2,1,8490
2019/03/10 00:00:00+00,10:35:XX,1,2,1,2,1,8491
2019/03/10 00:00:00+00,10:40:XX,2,2,2,3,5,8492
2019/03/10 00:00:00+00,10:52:XX,2,1,1,2,1,8493
2019/03/10 00:00:00+00,10:53:XX,1,1,1,1,1,8494
2019/03/10 00:00:00+00,10:54:XX,2,1,1,1,1,8495
2019/03/10 00:00:00+00,10:55:XX,1,1,1,1,1,8496
2019/03/10 00:00:00+00,11:06:XX,1,2,1,2,1,8497
2019/03/10 00:00:00+00,11:08:XX,1,1,1,1,1,8498
2019/03/10 00:00:00+00,11:45:XX,1,1,1,5,1,8499
2019/03/10 00:00:00+00,11:51:XX,2,2,1,5,1,8500
2019/03/10 00:00:00+00,12:14:XX,1,1,1,2,1,8501
2019/03/10 00:00:00+00,12:30:XX,1,2,1,1,4,8502
2019/03/10 00:00:00+00,12:35:XX,1,2,1,2,1,8503
2019/03/10 00:00:00+00,12:39:XX,1,1,1,1,1,8504
2019/03/09 00:00:00+00,22:20:XX,1,1,1,1,1,8505
2019/03/08 00:00:00+00,10:12:XX,1,2,1,2,1,8506
2019/03/10 00:00:00+00,12:45:XX,1,1,1,1,1,8507
2019/03/10 00:00:00+00,12:49:XX,1,1,1,2,1,8508
2019/03/10 00:00:00+00,14:51:XX,1,2,1,1,1,8509
2019/03/10 00:00:00+00,15:42:XX,1,2,1,2,1,8510
2019/03/10 00:00:00+00,15:45:XX,1,2,1,2,1,8511
2019/03/10 00:00:00+00,16:11:XX,1,2,1,2,1,8512
2019/03/10 00:00:00+00,17:00:XX,1,1,1,1,1,8513
2019/03/10 00:00:00+00,17:17:XX,2,2,1,2,1,8514
2019/03/10 00:00:00+00,17:30:XX,1,1,1,2,1,8515
2019/03/10 00:00:00+00,17:32:XX,1,1,1,1,1,8516
2019/03/10 00:00:00+00,17:36:XX,1,1,1,1,1,8517
2019/03/10 00:00:00+00,17:48:XX,1,2,1,2,1,8518
2019/03/10 00:00:00+00,18:02:XX,2,2,1,2,1,8519
2019/03/10 00:00:00+00,18:04:XX,3,2,1,1,1,8520
2019/03/10 00:00:00+00,18:05:XX,1,1,1,2,1,8521
2019/03/10 00:00:00+00,18:11:XX,6,1,1,1,1,8522
2019/03/10 00:00:00+00,18:15:XX,2,1,1,2,1,8523
2019/03/10 00:00:00+00,18:40:XX,1,2,1,2,1,8524
2019/03/10 00:00:00+00,18:50:XX,2,2,1,2,1,8525
2019/03/10 00:00:00+00,19:05:XX,1,1,1,2,1,8526
2019/03/10 00:00:00+00,19:23:XX,1,2,1,1,1,8527
2019/03/10 00:00:00+00,19:30:XX,2,1,1,3,1,8528
2019/03/10 00:00:00+00,20:11:XX,6,1,1,1,1,8529
2019/03/10 00:00:00+00,20:29:XX,1,1,1,1,1,8530
2019/03/10 00:00:00+00,20:43:XX,1,1,1,1,1,8531
2019/03/10 00:00:00+00,20:56:XX,2,1,1,1,1,8532
2019/03/10 00:00:00+00,21:03:XX,2,1,1,1,1,8533
2019/03/10 00:00:00+00,21:05:XX,2,1,1,2,1,8534
2019/03/10 00:00:00+00,21:18:XX,2,1,1,1,1,8535
2019/03/10 00:00:00+00,21:23:XX,2,1,1,1,1,8536
2019/03/10 00:00:00+00,21:28:XX,1,2,1,1,1,8537
2019/03/10 00:00:00+00,21:30:XX,3,2,1,2,1,8538
2019/03/10 00:00:00+00,21:36:XX,2,2,1,2,1,8539
2019/03/10 00:00:00+00,21:42:XX,1,1,1,1,1,8540
2019/03/10 00:00:00+00,21:51:XX,1,2,1,1,1,8541
2019/03/10 00:00:00+00,21:52:XX,1,1,1,2,1,8542
2019/03/10 00:00:00+00,21:57:XX,1,2,1,2,1,8543
2019/03/10 00:00:00+00,22:02:XX,6,1,1,1,1,8544
2019/03/10 00:00:00+00,22:06:XX,1,1,1,5,1,8545
2019/03/10 00:00:00+00,22:12:XX,2,1,1,2,1,8546
2019/03/10 00:00:00+00,22:14:XX,2,2,1,1,1,8547
2019/03/10 00:00:00+00,22:22:XX,1,2,1,1,1,8548
2019/03/10 00:00:00+00,22:22:XX,6,1,1,3,5,8549
2019/03/10 00:00:00+00,22:23:XX,1,1,1,1,1,8550
2019/03/10 00:00:00+00,22:31:XX,1,2,1,1,1,8551
2019/03/10 00:00:00+00,22:34:XX,3,1,1,1,1,8552
2019/03/08 00:00:00+00,16:04:XX,3,2,1,2,1,8553
2019/03/09 00:00:00+00,12:22:XX,4,1,1,1,1,8554
2019/03/09 00:00:00+00,12:51:XX,6,2,1,2,1,8555
2019/03/09 00:00:00+00,13:05:XX,1,2,1,1,1,8556
2019/03/09 00:00:00+00,22:30:XX,1,2,1,1,1,8557
2019/03/09 00:00:00+00,13:18:XX,1,1,1,1,1,8558
2019/03/08 00:00:00+00,16:25:XX,1,2,1,1,1,8559
2019/03/09 00:00:00+00,22:45:XX,1,1,1,1,1,8560
2019/03/09 00:00:00+00,13:19:XX,1,2,1,1,1,8561
2019/03/08 00:00:00+00,10:17:XX,1,1,1,1,1,8562
2019/03/08 00:00:00+00,16:42:XX,6,1,1,2,1,8563
2019/03/09 00:00:00+00,22:48:XX,1,1,1,1,1,8564
2019/03/09 00:00:00+00,13:23:XX,1,2,1,1,1,8565
2019/03/08 00:00:00+00,10:21:XX,1,1,1,2,1,8566
2019/03/08 00:00:00+00,16:47:XX,2,1,1,5,1,8567
2019/03/09 00:00:00+00,22:50:XX,1,1,1,1,1,8568
2019/03/09 00:00:00+00,13:41:XX,1,1,1,5,1,8569
2019/03/08 00:00:00+00,10:33:XX,1,2,1,2,1,8570
2019/03/08 00:00:00+00,16:51:XX,1,1,1,1,1,8571
2019/03/09 00:00:00+00,22:53:XX,1,1,1,1,1,8572
2019/03/09 00:00:00+00,13:52:XX,1,2,1,1,1,8573
2019/03/08 00:00:00+00,10:36:XX,1,1,1,2,1,8574
2019/03/08 00:00:00+00,17:05:XX,1,1,1,1,1,8575
2019/03/09 00:00:00+00,22:58:XX,1,2,1,1,1,8576
2019/03/09 00:00:00+00,14:16:XX,1,1,1,1,1,8577
2019/03/08 00:00:00+00,10:40:XX,1,1,1,2,1,8578
2019/03/08 00:00:00+00,17:09:XX,1,2,1,1,1,8579
2019/03/09 00:00:00+00,23:06:XX,1,1,1,1,1,8580
2019/03/09 00:00:00+00,14:30:XX,1,1,1,1,1,8581
2019/03/08 00:00:00+00,10:40:XX,1,1,1,5,1,8582
2019/03/08 00:00:00+00,17:18:XX,1,2,1,1,1,8583
2019/03/09 00:00:00+00,23:15:XX,1,1,1,1,1,8584
2019/03/09 00:00:00+00,14:46:XX,1,1,1,2,1,8585
2019/03/08 00:00:00+00,10:51:XX,1,1,1,2,1,8586
2019/03/08 00:00:00+00,17:25:XX,6,1,1,5,1,8587
2019/03/09 00:00:00+00,23:17:XX,3,1,1,1,1,8588
2019/03/09 00:00:00+00,15:00:XX,3,1,1,1,1,8589
2019/03/08 00:00:00+00,10:51:XX,3,1,1,2,1,8590
2019/03/08 00:00:00+00,17:27:XX,1,2,1,2,1,8591
2019/03/09 00:00:00+00,23:23:XX,2,1,1,1,1,8592
2019/03/09 00:00:00+00,15:12:XX,2,1,1,1,1,8593
2019/03/08 00:00:00+00,11:05:XX,1,1,1,1,1,8594
2019/03/08 00:00:00+00,17:45:XX,1,2,1,2,1,8595
2019/03/09 00:00:00+00,23:27:XX,2,2,1,3,1,8596
2019/03/09 00:00:00+00,15:27:XX,1,1,1,2,1,8597
2019/03/08 00:00:00+00,11:09:XX,1,1,1,2,1,8598
2019/03/08 00:00:00+00,18:00:XX,1,1,1,2,1,8599
2019/03/09 00:00:00+00,23:28:XX,1,1,1,1,1,8600
2019/03/09 00:00:00+00,15:50:XX,1,1,1,2,1,8601
2019/03/08 00:00:00+00,11:16:XX,1,2,1,2,1,8602
2019/03/08 00:00:00+00,18:17:XX,1,1,1,2,1,8603
2019/03/09 00:00:00+00,23:33:XX,1,2,1,1,1,8604
2019/03/09 00:00:00+00,16:30:XX,1,1,1,2,1,8605
2019/03/08 00:00:00+00,11:19:XX,2,1,1,1,1,8606
2019/03/08 00:00:00+00,18:20:XX,1,1,1,1,1,8607
2019/03/09 00:00:00+00,23:45:XX,1,2,1,1,1,8608
2019/03/09 00:00:00+00,16:49:XX,1,1,1,2,1,8609
2019/03/08 00:00:00+00,11:20:XX,1,1,1,1,1,8610
2019/03/08 00:00:00+00,18:25:XX,1,2,1,2,1,8611
2019/03/09 00:00:00+00,23:46:XX,6,1,1,1,1,8612
2019/03/09 00:00:00+00,16:53:XX,1,1,2,3,5,8613
2019/03/08 00:00:00+00,11:35:XX,1,2,1,1,1,8614
2019/03/08 00:00:00+00,18:35:XX,1,1,1,1,1,8615
2019/03/08 00:00:00+00,18:38:XX,1,1,1,4,5,8616
2019/03/08 00:00:00+00,18:42:XX,1,2,1,2,1,8617
2019/03/08 00:00:00+00,18:43:XX,3,2,1,1,1,8618
2019/03/08 00:00:00+00,18:44:XX,3,2,1,1,1,8619
2019/03/08 00:00:00+00,18:44:XX,1,2,1,1,1,8620
2019/03/08 00:00:00+00,18:45:XX,1,1,1,1,1,8621
2019/03/08 00:00:00+00,18:48:XX,1,2,1,1,1,8622
2019/03/08 00:00:00+00,19:00:XX,1,2,1,2,1,8623
2019/03/08 00:00:00+00,19:05:XX,1,2,1,1,1,8624
2019/03/08 00:00:00+00,19:12:XX,6,1,1,2,1,8625
2019/03/08 00:00:00+00,19:25:XX,1,1,1,1,1,8626
2019/03/08 00:00:00+00,19:28:XX,1,1,1,1,1,8627
2019/03/08 00:00:00+00,19:50:XX,1,1,1,1,1,8628
2019/03/08 00:00:00+00,19:52:XX,2,1,1,1,1,8629
2019/03/08 00:00:00+00,20:01:XX,1,2,1,1,1,8630
2019/03/08 00:00:00+00,20:07:XX,4,1,1,1,1,8631
2019/03/08 00:00:00+00,20:15:XX,1,2,1,1,1,8632
2019/03/08 00:00:00+00,20:21:XX,2,2,1,1,1,8633
2019/03/08 00:00:00+00,20:22:XX,1,2,1,1,1,8634
2019/03/08 00:00:00+00,20:23:XX,1,1,1,2,1,8635
2019/03/08 00:00:00+00,20:32:XX,1,2,1,1,1,8636
2019/03/08 00:00:00+00,20:36:XX,1,1,1,2,1,8637
2019/03/08 00:00:00+00,20:40:XX,1,2,1,2,1,8638
2019/03/08 00:00:00+00,20:48:XX,1,2,1,5,1,8639
2019/03/08 00:00:00+00,20:49:XX,1,1,1,1,1,8640
2019/03/08 00:00:00+00,20:52:XX,1,1,1,1,1,8641
2019/03/08 00:00:00+00,21:05:XX,1,1,1,1,1,8642
2019/03/08 00:00:00+00,21:10:XX,2,1,1,5,5,8643
2019/03/08 00:00:00+00,21:16:XX,1,2,1,1,1,8644
2019/03/08 00:00:00+00,21:23:XX,2,1,1,1,1,8645
2019/03/08 00:00:00+00,21:27:XX,1,2,1,5,1,8646
2019/03/08 00:00:00+00,21:28:XX,1,2,1,1,1,8647
2019/03/08 00:00:00+00,21:29:XX,1,1,1,2,1,8648
2019/03/08 00:00:00+00,21:34:XX,3,1,1,1,1,8649
2019/03/09 00:00:00+00,17:50:XX,1,2,1,2,1,8650
2019/03/09 00:00:00+00,18:17:XX,1,2,1,1,1,8651
2019/03/09 00:00:00+00,18:45:XX,1,1,1,4,3,8652
2019/03/09 00:00:00+00,18:58:XX,1,2,1,1,1,8653
2019/03/09 00:00:00+00,19:20:XX,3,1,1,1,1,8654
2019/03/09 00:00:00+00,19:30:XX,1,2,1,1,1,8655
2019/03/09 00:00:00+00,19:49:XX,1,2,1,1,1,8656
2019/03/09 00:00:00+00,19:50:XX,1,1,1,1,1,8657
2019/03/09 00:00:00+00,20:07:XX,4,1,1,1,1,8658
2019/03/09 00:00:00+00,20:18:XX,2,1,1,1,1,8659
2019/03/09 00:00:00+00,20:19:XX,1,1,1,1,1,8660
2019/03/09 00:00:00+00,20:19:XX,2,2,1,1,1,8661
2019/03/09 00:00:00+00,20:20:XX,1,1,1,1,1,8662
2019/03/09 00:00:00+00,20:22:XX,1,1,1,1,1,8663
2019/03/09 00:00:00+00,20:24:XX,1,1,1,5,1,8664
2019/03/09 00:00:00+00,20:30:XX,1,1,1,1,1,8665
2019/03/09 00:00:00+00,20:32:XX,1,2,1,1,1,8666
2019/03/09 00:00:00+00,20:32:XX,3,1,1,5,1,8667
2019/03/09 00:00:00+00,20:34:XX,1,2,1,1,1,8668
2019/03/09 00:00:00+00,20:36:XX,1,2,1,1,1,8669
2019/03/09 00:00:00+00,20:39:XX,1,2,1,4,4,8670
2019/03/09 00:00:00+00,20:40:XX,1,2,1,1,1,8671
2019/03/09 00:00:00+00,20:50:XX,2,1,1,2,5,8672
2019/03/09 00:00:00+00,20:50:XX,2,1,1,1,1,8673
2019/03/09 00:00:00+00,20:51:XX,1,1,1,1,1,8674
2019/03/09 00:00:00+00,20:55:XX,1,1,1,1,1,8675
2019/03/09 00:00:00+00,21:06:XX,1,1,1,1,1,8676
2019/03/09 00:00:00+00,21:10:XX,4,1,1,1,1,8677
2019/03/09 00:00:00+00,21:20:XX,1,1,1,1,1,8678
2019/03/09 00:00:00+00,21:30:XX,1,1,1,1,1,8679
2019/03/09 00:00:00+00,21:45:XX,1,1,1,1,1,8680
2019/03/09 00:00:00+00,22:19:XX,6,1,1,5,1,8681
2019/03/09 00:00:00+00,23:49:XX,3,2,1,1,1,8682
2019/03/09 00:00:00+00,23:50:XX,1,1,1,1,1,8683
2019/03/09 00:00:00+00,23:52:XX,1,1,1,2,1,8684
2019/03/09 00:00:00+00,23:55:XX,1,1,1,5,1,8685
2019/03/09 00:00:00+00,23:56:XX,1,1,1,1,1,8686
2019/03/09 00:00:00+00,23:57:XX,1,2,1,1,1,8687
2019/03/09 00:00:00+00,23:57:XX,2,1,1,5,1,8688
2019/03/10 00:00:00+00,00:06:XX,1,1,1,1,1,8689
2019/03/10 00:00:00+00,00:07:XX,1,2,2,4,5,8690
2019/03/10 00:00:00+00,00:10:XX,1,1,1,1,1,8691
2019/03/10 00:00:00+00,00:10:XX,1,2,1,5,1,8692
2019/03/10 00:00:00+00,00:20:XX,1,1,1,1,1,8693
2019/03/10 00:00:00+00,00:25:XX,6,1,1,1,1,8694
2019/03/10 00:00:00+00,00:33:XX,1,1,1,1,1,8695
2019/03/10 00:00:00+00,00:38:XX,1,1,1,1,1,8696
2019/03/10 00:00:00+00,00:45:XX,1,2,1,1,1,8697
2019/03/10 00:00:00+00,00:54:XX,1,2,1,1,1,8698
2019/03/10 00:00:00+00,01:11:XX,2,2,1,1,1,8699
2019/03/10 00:00:00+00,01:13:XX,1,1,1,1,1,8700
2019/03/10 00:00:00+00,01:15:XX,1,1,1,1,1,8701
2019/03/10 00:00:00+00,01:25:XX,1,1,1,1,1,8702
2019/03/10 00:00:00+00,01:25:XX,2,2,1,1,1,8703
2019/03/10 00:00:00+00,01:30:XX,1,1,1,5,1,8704
2019/03/10 00:00:00+00,01:31:XX,1,1,1,1,1,8705
2019/03/10 00:00:00+00,01:32:XX,1,1,1,1,1,8706
2019/03/10 00:00:00+00,01:34:XX,1,2,1,1,1,8707
2019/03/10 00:00:00+00,01:40:XX,2,2,1,5,1,8708
2019/03/10 00:00:00+00,01:42:XX,3,1,1,3,1,8709
2019/03/10 00:00:00+00,01:42:XX,4,2,1,1,1,8710
2019/03/10 00:00:00+00,03:07:XX,1,1,1,3,5,8711
2019/03/10 00:00:00+00,03:07:XX,1,1,1,2,1,8712
2019/03/10 00:00:00+00,03:30:XX,1,1,1,1,1,8713
2019/03/10 00:00:00+00,03:30:XX,1,1,1,3,5,8714
2019/03/10 00:00:00+00,05:57:XX,2,2,1,1,1,8715
2019/03/08 00:00:00+00,11:37:XX,1,2,1,1,1,8716
2019/03/08 00:00:00+00,12:05:XX,1,1,1,2,1,8717
2019/03/08 00:00:00+00,12:10:XX,1,1,1,1,1,8718
2019/03/08 00:00:00+00,21:37:XX,1,1,1,1,1,8719
2019/03/08 00:00:00+00,12:18:XX,1,1,1,1,1,8720
2019/03/08 00:00:00+00,12:19:XX,1,1,1,1,1,8721
2019/03/08 00:00:00+00,12:29:XX,1,1,1,1,1,8722
2019/03/08 00:00:00+00,12:35:XX,1,2,1,2,1,8723
