DATE,TIME,RACE,SEX,REASON,OUTCOME,SEARCH,FID
2019/01/04 00:00:00+00,01:26:XX,2,2,1,2,1,43
2019/01/04 00:00:00+00,01:27:XX,2,1,1,2,1,44
2019/01/04 00:00:00+00,02:03:XX,2,2,1,1,1,45
2019/01/04 00:00:00+00,02:13:XX,1,2,1,2,3,46
2019/01/04 00:00:00+00,02:21:XX,5,2,1,1,1,47
2019/01/04 00:00:00+00,02:22:XX,2,1,1,3,1,48
2019/01/04 00:00:00+00,02:26:XX,1,1,1,1,1,49
2019/01/04 00:00:00+00,02:36:XX,6,2,1,1,1,50
2019/01/01 00:00:00+00,00:07:XX,5,1,1,4,5,51
2019/01/01 00:00:00+00,00:15:XX,6,1,1,1,1,52
2019/01/01 00:00:00+00,00:15:XX,6,1,1,2,1,53
2019/01/01 00:00:00+00,00:25:XX,6,1,1,1,1,54
2019/01/01 00:00:00+00,00:27:XX,1,2,1,1,1,55
2019/01/01 00:00:00+00,00:30:XX,2,1,1,1,1,56
2019/01/01 00:00:00+00,00:30:XX,1,2,1,1,1,57
2019/01/01 00:00:00+00,00:34:XX,1,1,1,2,1,58
2019/01/01 00:00:00+00,00:45:XX,1,1,1,2,1,59
2019/01/01 00:00:00+00,00:47:XX,1,1,1,1,1,60
2019/01/01 00:00:00+00,00:54:XX,1,2,1,2,1,61
2019/01/01 00:00:00+00,01:09:XX,1,2,1,3,3,62
2019/01/01 00:00:00+00,01:09:XX,1,2,1,1,1,63
2019/01/01 00:00:00+00,01:20:XX,1,1,1,2,1,64
2019/01/01 00:00:00+00,01:27:XX,1,2,1,3,1,65
2019/01/01 00:00:00+00,01:34:XX,1,1,1,1,1,66
2019/01/01 00:00:00+00,01:49:XX,1,1,1,1,1,67
2019/01/01 00:00:00+00,02:33:XX,5,2,1,3,1,68
2019/01/01 00:00:00+00,02:35:XX,2,2,2,3,1,69
2019/01/01 00:00:00+00,02:52:XX,2,2,1,5,1,70
2019/01/01 00:00:00+00,03:50:XX,2,1,1,2,4,71
2019/01/01 00:00:00+00,06:55:XX,1,1,1,1,1,72
2019/01/01 00:00:00+00,08:28:XX,1,2,1,1,1,73
2019/01/01 00:00:00+00,09:28:XX,2,1,1,2,1,74
2019/01/01 00:00:00+00,09:41:XX,1,2,1,1,1,75
2019/01/01 00:00:00+00,12:43:XX,1,1,1,2,1,76
2019/01/01 00:00:00+00,15:54:XX,1,2,1,2,1,77
2019/01/01 00:00:00+00,16:20:XX,2,1,1,2,1,78
2019/01/01 00:00:00+00,16:34:XX,1,1,1,1,1,79
2019/01/01 00:00:00+00,16:36:XX,4,1,1,2,1,80
2019/01/01 00:00:00+00,18:37:XX,1,1,1,3,3,81
2019/01/01 00:00:00+00,19:24:XX,1,2,1,2,1,82
2019/01/01 00:00:00+00,20:00:XX,1,1,1,1,1,83
2019/01/01 00:00:00+00,20:09:XX,1,1,1,1,1,84
2019/01/01 00:00:00+00,20:19:XX,1,1,1,5,1,85
2019/01/01 00:00:00+00,20:35:XX,1,1,1,1,1,86
2019/01/01 00:00:00+00,20:37:XX,1,1,1,1,1,87
2019/01/01 00:00:00+00,21:17:XX,1,2,1,1,1,88
2019/01/01 00:00:00+00,22:18:XX,2,2,1,1,1,89
2019/01/01 00:00:00+00,22:47:XX,6,2,1,1,1,90
2019/01/01 00:00:00+00,23:40:XX,1,1,1,1,1,91
2019/01/01 00:00:00+00,23:51:XX,2,1,1,1,1,92
2019/01/01 00:00:00+00,23:55:XX,2,2,1,1,1,93
2019/01/02 00:00:00+00,00:28:XX,6,1,1,1,1,94
2019/01/02 00:00:00+00,00:30:XX,1,1,1,5,1,95
2019/01/02 00:00:00+00,00:33:XX,1,2,1,1,1,96
2019/01/02 00:00:00+00,00:40:XX,3,2,1,1,1,97
2019/01/02 00:00:00+00,00:44:XX,2,1,1,1,1,98
2019/01/02 00:00:00+00,00:45:XX,1,1,1,1,1,99
2019/01/02 00:00:00+00,00:50:XX,1,1,1,1,1,100
2019/01/02 00:00:00+00,00:58:XX,1,1,1,1,1,101
2019/01/02 00:00:00+00,01:04:XX,1,2,1,1,1,102
2019/01/02 00:00:00+00,01:08:XX,1,1,1,2,1,103
2019/01/02 00:00:00+00,01:13:XX,1,2,1,1,1,104
2019/01/02 00:00:00+00,01:54:XX,1,1,1,3,1,105
2019/01/02 00:00:00+00,02:15:XX,6,1,1,5,1,106
2019/01/02 00:00:00+00,03:10:XX,1,1,1,1,1,107
2019/01/02 00:00:00+00,03:43:XX,1,1,1,1,1,108
2019/01/02 00:00:00+00,03:59:XX,1,1,1,4,1,109
2019/01/02 00:00:00+00,05:40:XX,1,2,1,1,1,110
2019/01/02 00:00:00+00,06:20:XX,1,1,1,1,1,111
2019/01/02 00:00:00+00,07:15:XX,6,2,1,2,1,112
2019/01/02 00:00:00+00,07:38:XX,1,1,1,2,1,113
2019/01/02 00:00:00+00,07:45:XX,1,2,1,1,1,114
2019/01/02 00:00:00+00,08:01:XX,2,1,1,2,1,115
2019/01/02 00:00:00+00,08:15:XX,4,1,1,1,1,116
2019/01/02 00:00:00+00,08:40:XX,1,2,1,1,1,117
2019/01/02 00:00:00+00,08:50:XX,1,2,1,1,1,118
2019/01/02 00:00:00+00,09:00:XX,1,1,1,2,1,119
2019/01/02 00:00:00+00,09:10:XX,1,2,1,1,1,120
2019/01/02 00:00:00+00,09:11:XX,1,1,1,2,1,121
2019/01/02 00:00:00+00,09:22:XX,1,2,1,2,1,122
2019/01/02 00:00:00+00,09:38:XX,1,1,1,2,1,123
2019/01/02 00:00:00+00,09:54:XX,1,2,1,2,1,124
2019/01/02 00:00:00+00,10:14:XX,1,1,1,1,1,125
2019/01/02 00:00:00+00,10:23:XX,2,1,1,2,1,126
2019/01/02 00:00:00+00,10:41:XX,1,1,1,2,1,127
2019/01/02 00:00:00+00,10:56:XX,1,2,1,2,1,128
2019/01/02 00:00:00+00,11:17:XX,1,1,1,2,1,129
2019/01/02 00:00:00+00,11:30:XX,1,1,1,1,1,130
2019/01/02 00:00:00+00,11:37:XX,6,2,1,1,1,131
2019/01/02 00:00:00+00,11:38:XX,1,1,2,5,1,132
2019/01/02 00:00:00+00,11:40:XX,1,2,1,1,1,133
2019/01/02 00:00:00+00,11:57:XX,1,2,1,1,1,134
2019/01/02 00:00:00+00,12:00:XX,1,2,1,2,1,135
2019/01/02 00:00:00+00,12:14:XX,1,2,1,2,1,136
2019/01/02 00:00:00+00,12:15:XX,1,1,1,1,1,137
2019/01/02 00:00:00+00,12:25:XX,1,1,1,1,1,138
2019/01/02 00:00:00+00,12:33:XX,1,2,1,1,1,139
2019/01/02 00:00:00+00,12:55:XX,1,1,1,2,1,140
2019/01/02 00:00:00+00,12:5:XX,1,1,1,1,1,141
2019/01/02 00:00:00+00,13:35:XX,5,1,1,1,1,142
2019/01/02 00:00:00+00,13:45:XX,1,1,1,2,1,143
2019/01/02 00:00:00+00,13:58:XX,1,1,1,2,1,144
2019/01/02 00:00:00+00,14:02:XX,1,2,1,2,1,145
2019/01/02 00:00:00+00,14:5:XX,1,2,1,1,1,146
2019/01/02 00:00:00+00,16:17:XX,3,2,1,1,1,147
2019/01/02 00:00:00+00,16:43:XX,1,2,1,2,1,148
2019/01/02 00:00:00+00,16:45:XX,2,1,1,1,1,149
2019/01/02 00:00:00+00,17:10:XX,1,1,1,2,1,150
2019/01/05 00:00:00+00,00:43:XX,1,1,1,2,1,151
2019/01/05 00:00:00+00,00:59:XX,1,1,1,1,1,152
2019/01/05 00:00:00+00,01:02:XX,2,1,1,3,5,153
2019/01/05 00:00:00+00,01:04:XX,3,1,1,3,1,154
2019/01/05 00:00:00+00,01:08:XX,1,2,1,2,1,155
2019/01/05 00:00:00+00,01:11:XX,1,1,1,1,1,156
2019/01/05 00:00:00+00,01:23:XX,1,2,1,1,1,157
2019/01/05 00:00:00+00,01:26:XX,1,2,1,3,5,158
2019/01/05 00:00:00+00,01:28:XX,6,1,1,1,1,159
2019/01/05 00:00:00+00,01:36:XX,1,1,1,1,1,160
2019/01/05 00:00:00+00,01:42:XX,1,1,1,1,1,161
2019/01/05 00:00:00+00,01:44:XX,6,1,1,2,1,162
2019/01/05 00:00:00+00,01:44:XX,1,2,1,5,1,163
2019/01/05 00:00:00+00,01:50:XX,1,1,1,1,1,164
2019/01/05 00:00:00+00,01:51:XX,1,1,1,5,1,165
2019/01/05 00:00:00+00,01:53:XX,1,2,1,5,1,166
2019/01/05 00:00:00+00,01:54:XX,1,1,1,1,1,167
2019/01/05 00:00:00+00,02:02:XX,1,1,1,1,1,168
2019/01/05 00:00:00+00,02:07:XX,1,1,1,2,1,169
2019/01/05 00:00:00+00,02:15:XX,1,2,1,2,1,170
2019/01/05 00:00:00+00,02:17:XX,1,1,1,2,1,171
2019/01/05 00:00:00+00,02:22:XX,1,1,1,1,5,172
2019/01/05 00:00:00+00,02:30:XX,2,2,1,5,1,173
2019/01/05 00:00:00+00,02:33:XX,6,1,1,1,1,174
2019/01/05 00:00:00+00,02:46:XX,3,2,1,1,1,175
2019/01/05 00:00:00+00,02:49:XX,1,2,1,2,1,176
2019/01/05 00:00:00+00,02:51:XX,1,1,1,2,4,177
2019/01/05 00:00:00+00,03:02:XX,2,2,1,1,1,178
2019/01/05 00:00:00+00,03:10:XX,1,2,2,4,1,179
2019/01/05 00:00:00+00,07:25:XX,2,2,1,2,1,180
2019/01/05 00:00:00+00,08:15:XX,3,1,1,2,1,181
2019/01/05 00:00:00+00,08:30:XX,1,1,1,1,1,182
2019/01/05 00:00:00+00,08:40:XX,1,1,1,1,1,183
2019/01/05 00:00:00+00,08:50:XX,1,2,1,1,1,184
2019/01/05 00:00:00+00,09:11:XX,1,1,1,1,1,185
2019/01/05 00:00:00+00,09:15:XX,1,1,1,1,1,186
2019/01/05 00:00:00+00,09:20:XX,1,1,1,1,1,187
2019/01/05 00:00:00+00,09:23:XX,1,2,1,1,1,188
2019/01/05 00:00:00+00,09:25:XX,4,1,1,1,1,189
2019/01/05 00:00:00+00,09:27:XX,1,1,1,5,1,190
2019/01/05 00:00:00+00,09:31:XX,1,1,1,2,1,191
2019/01/05 00:00:00+00,09:34:XX,1,1,1,1,1,192
2019/01/05 00:00:00+00,09:34:XX,1,2,1,2,1,193
2019/01/05 00:00:00+00,09:40:XX,1,1,1,1,1,194
2019/01/05 00:00:00+00,09:45:XX,3,1,1,1,1,195
2019/01/05 00:00:00+00,09:48:XX,1,1,1,1,1,196
2019/01/05 00:00:00+00,09:50:XX,1,2,1,1,1,197
2019/01/05 00:00:00+00,09:55:XX,1,1,1,5,1,198
2019/01/05 00:00:00+00,09:57:XX,1,1,1,5,1,199
2019/01/05 00:00:00+00,10:00:XX,1,2,1,2,1,200
2019/01/04 00:00:00+00,02:47:XX,4,1,1,3,1,201
2019/01/04 00:00:00+00,04:10:XX,2,1,1,2,1,202
2019/01/04 00:00:00+00,06:30:XX,1,1,1,1,1,203
2019/01/04 00:00:00+00,07:09:XX,1,2,1,2,1,204
2019/01/04 00:00:00+00,07:30:XX,1,1,1,5,1,205
2019/01/04 00:00:00+00,07:35:XX,1,1,1,2,1,206
2019/01/04 00:00:00+00,07:40:XX,1,2,1,1,1,207
2019/01/04 00:00:00+00,07:51:XX,1,2,1,2,1,208
2019/01/04 00:00:00+00,07:55:XX,2,1,1,2,1,209
2019/01/04 00:00:00+00,08:03:XX,1,1,1,2,1,210
2019/01/04 00:00:00+00,08:13:XX,1,1,1,2,1,211
2019/01/04 00:00:00+00,08:21:XX,1,1,1,2,1,212
2019/01/04 00:00:00+00,08:21:XX,1,1,1,2,1,213
2019/01/04 00:00:00+00,08:24:XX,1,1,1,1,1,214
2019/01/04 00:00:00+00,08:26:XX,1,1,1,2,1,215
2019/01/04 00:00:00+00,08:33:XX,3,1,1,2,1,216
2019/01/04 00:00:00+00,08:40:XX,1,1,1,1,1,217
2019/01/04 00:00:00+00,08:40:XX,1,2,1,1,1,218
2019/01/04 00:00:00+00,08:44:XX,1,2,1,2,1,219
2019/01/04 00:00:00+00,08:50:XX,1,1,1,1,1,220
2019/01/04 00:00:00+00,09:17:XX,4,1,1,2,1,221
2019/01/04 00:00:00+00,09:20:XX,1,2,1,2,1,222
2019/01/04 00:00:00+00,09:30:XX,1,2,1,2,1,223
2019/01/04 00:00:00+00,09:30:XX,1,2,1,5,1,224
2019/01/04 00:00:00+00,09:30:XX,1,1,1,1,1,225
2019/01/04 00:00:00+00,09:31:XX,1,2,1,2,1,226
2019/01/04 00:00:00+00,09:46:XX,1,1,1,2,1,227
2019/01/04 00:00:00+00,09:47:XX,1,2,1,2,1,228
2019/01/04 00:00:00+00,09:47:XX,1,1,1,1,1,229
2019/01/04 00:00:00+00,09:52:XX,1,1,1,2,1,230
2019/01/04 00:00:00+00,10:08:XX,1,2,1,2,1,231
2019/01/04 00:00:00+00,10:10:XX,2,1,1,2,1,232
2019/01/04 00:00:00+00,10:20:XX,4,1,1,2,1,233
2019/01/04 00:00:00+00,10:20:XX,1,1,1,2,1,234
2019/01/04 00:00:00+00,10:28:XX,1,1,1,2,1,235
2019/01/04 00:00:00+00,10:33:XX,1,2,1,2,1,236
2019/01/04 00:00:00+00,10:34:XX,1,2,1,2,1,237
2019/01/04 00:00:00+00,10:41:XX,1,2,1,2,1,238
2019/01/04 00:00:00+00,10:50:XX,1,1,1,2,1,239
2019/01/04 00:00:00+00,10:52:XX,1,2,1,2,1,240
2019/01/04 00:00:00+00,10:56:XX,1,1,1,1,1,241
2019/01/04 00:00:00+00,10:58:XX,3,2,1,2,1,242
2019/01/04 00:00:00+00,11:10:XX,1,2,1,2,1,243
2019/01/04 00:00:00+00,11:40:XX,1,1,1,2,1,244
2019/01/04 00:00:00+00,11:41:XX,1,1,1,1,1,245
2019/01/04 00:00:00+00,11:50:XX,1,1,1,1,1,246
2019/01/04 00:00:00+00,11:50:XX,2,2,1,1,1,247
2019/01/04 00:00:00+00,11:53:XX,1,2,1,2,1,248
2019/01/04 00:00:00+00,12:00:XX,1,2,1,1,1,249
2019/01/04 00:00:00+00,12:00:XX,1,1,1,2,1,250
2019/01/03 00:00:00+00,09:09:XX,4,1,1,2,1,251
2019/01/03 00:00:00+00,09:15:XX,2,2,1,2,1,252
2019/01/03 00:00:00+00,09:20:XX,6,2,1,2,1,253
2019/01/03 00:00:00+00,09:25:XX,1,2,1,1,1,254
2019/01/03 00:00:00+00,09:35:XX,1,2,1,5,1,255
2019/01/03 00:00:00+00,09:39:XX,1,1,1,2,1,256
2019/01/03 00:00:00+00,09:50:XX,1,1,1,2,1,257
2019/01/03 00:00:00+00,09:50:XX,1,2,1,2,1,258
2019/01/03 00:00:00+00,09:54:XX,1,2,1,2,1,259
2019/01/03 00:00:00+00,10:00:XX,1,2,1,1,1,260
2019/01/03 00:00:00+00,10:09:XX,3,1,1,2,1,261
2019/01/03 00:00:00+00,10:15:XX,3,2,1,2,1,262
2019/01/03 00:00:00+00,10:16:XX,1,1,1,2,1,263
2019/01/02 00:00:00+00,17:13:XX,1,2,1,1,1,264
2019/01/03 00:00:00+00,10:20:XX,1,2,1,2,1,265
2019/01/03 00:00:00+00,10:28:XX,1,2,1,2,1,266
2019/01/03 00:00:00+00,10:32:XX,1,1,1,2,1,267
2019/01/02 00:00:00+00,17:25:XX,1,1,1,1,1,268
2019/01/04 00:00:00+00,12:06:XX,2,1,1,2,1,269
2019/01/03 00:00:00+00,10:55:XX,1,1,1,2,1,270
2019/01/02 00:00:00+00,17:29:XX,1,1,1,1,1,271
2019/01/04 00:00:00+00,12:51:XX,1,2,1,1,1,272
2019/01/03 00:00:00+00,11:00:XX,1,2,1,2,1,273
2019/01/02 00:00:00+00,17:32:XX,2,2,1,2,1,274
2019/01/04 00:00:00+00,12:55:XX,1,1,1,1,1,275
2019/01/03 00:00:00+00,11:15:XX,1,1,1,1,1,276
2019/01/02 00:00:00+00,17:35:XX,6,1,1,2,1,277
2019/01/04 00:00:00+00,13:10:XX,4,1,1,1,4,278
2019/01/03 00:00:00+00,11:30:XX,1,2,1,1,1,279
2019/01/02 00:00:00+00,18:07:XX,1,2,1,1,1,280
2019/01/04 00:00:00+00,13:30:XX,1,1,1,2,1,281
2019/01/03 00:00:00+00,12:10:XX,1,2,1,1,1,282
2019/01/02 00:00:00+00,18:11:XX,1,1,1,1,1,283
2019/01/04 00:00:00+00,13:45:XX,1,1,1,3,1,284
2019/01/03 00:00:00+00,12:15:XX,1,2,1,1,1,285
2019/01/02 00:00:00+00,18:21:XX,1,1,1,3,3,286
2019/01/04 00:00:00+00,13:50:XX,2,1,2,4,2,287
2019/01/03 00:00:00+00,12:25:XX,1,1,1,1,1,288
2019/01/02 00:00:00+00,19:35:XX,1,2,1,2,1,289
2019/01/04 00:00:00+00,13:52:XX,1,1,1,2,1,290
2019/01/03 00:00:00+00,12:30:XX,1,2,1,2,1,291
2019/01/02 00:00:00+00,19:39:XX,1,1,1,2,1,292
2019/01/04 00:00:00+00,14:00:XX,1,1,1,2,1,293
2019/01/03 00:00:00+00,12:34:XX,3,1,1,1,1,294
2019/01/02 00:00:00+00,19:43:XX,1,2,1,2,1,295
2019/01/04 00:00:00+00,14:24:XX,1,1,1,1,1,296
2019/01/03 00:00:00+00,12:35:XX,1,1,1,1,1,297
2019/01/02 00:00:00+00,19:50:XX,4,2,1,2,1,298
2019/01/04 00:00:00+00,15:46:XX,1,2,1,2,1,299
2019/01/03 00:00:00+00,12:45:XX,1,1,1,1,1,300
2019/01/02 00:00:00+00,20:08:XX,1,2,1,2,1,301
2019/01/04 00:00:00+00,16:38:XX,2,1,1,1,1,302
2019/01/03 00:00:00+00,13:00:XX,4,2,1,1,1,303
2019/01/02 00:00:00+00,20:30:XX,1,2,1,2,1,304
2019/01/04 00:00:00+00,16:53:XX,2,1,1,2,1,305
2019/01/03 00:00:00+00,13:10:XX,1,2,1,1,1,306
2019/01/02 00:00:00+00,20:37:XX,1,2,1,2,1,307
2019/01/04 00:00:00+00,16:55:XX,1,1,1,1,1,308
2019/01/03 00:00:00+00,13:22:XX,1,1,1,2,1,309
2019/01/02 00:00:00+00,22:22:XX,6,1,1,2,1,310
2019/01/04 00:00:00+00,16:56:XX,1,1,1,2,1,311
2019/01/03 00:00:00+00,13:30:XX,1,2,1,2,1,312
2019/01/03 00:00:00+00,00:18:XX,1,2,1,1,1,313
2019/01/04 00:00:00+00,16:58:XX,1,2,1,1,1,314
2019/01/03 00:00:00+00,13:34:XX,1,2,1,2,1,315
2019/01/03 00:00:00+00,00:40:XX,1,1,1,1,1,316
2019/01/04 00:00:00+00,17:00:XX,1,1,1,2,1,317
2019/01/03 00:00:00+00,13:35:XX,1,1,1,1,1,318
2019/01/03 00:00:00+00,01:00:XX,1,1,1,1,1,319
2019/01/04 00:00:00+00,17:17:XX,1,1,1,2,1,320
2019/01/03 00:00:00+00,13:45:XX,1,1,1,2,1,321
2019/01/03 00:00:00+00,01:05:XX,1,1,1,4,3,322
2019/01/04 00:00:00+00,17:22:XX,3,2,3,4,1,323
2019/01/03 00:00:00+00,13:51:XX,1,1,1,1,1,324
2019/01/03 00:00:00+00,01:11:XX,2,2,1,3,3,325
2019/01/04 00:00:00+00,17:43:XX,1,1,1,2,1,326
2019/01/04 00:00:00+00,18:13:XX,1,1,1,1,1,327
2019/01/04 00:00:00+00,18:15:XX,2,1,1,2,1,328
2019/01/04 00:00:00+00,18:18:XX,6,2,1,1,1,329
2019/01/04 00:00:00+00,19:40:XX,1,1,1,1,1,330
2019/01/04 00:00:00+00,19:51:XX,1,1,1,1,1,331
2019/01/04 00:00:00+00,20:30:XX,1,1,1,2,1,332
2019/01/04 00:00:00+00,20:42:XX,1,2,1,1,1,333
2019/01/04 00:00:00+00,20:48:XX,1,2,1,1,1,334
2019/01/04 00:00:00+00,21:38:XX,1,2,1,1,1,335
2019/01/04 00:00:00+00,21:40:XX,1,1,1,1,1,336
2019/01/04 00:00:00+00,21:50:XX,1,1,1,1,1,337
2019/01/04 00:00:00+00,21:50:XX,3,1,1,1,1,338
2019/01/04 00:00:00+00,21:50:XX,2,1,1,1,1,339
2019/01/04 00:00:00+00,21:55:XX,1,1,1,1,1,340
2019/01/04 00:00:00+00,21:55:XX,1,1,1,1,1,341
2019/01/04 00:00:00+00,22:00:XX,1,2,1,1,1,342
2019/01/04 00:00:00+00,22:00:XX,1,2,1,1,1,343
2019/01/04 00:00:00+00,22:15:XX,4,2,1,1,1,344
2019/01/04 00:00:00+00,22:20:XX,1,1,1,1,1,345
2019/01/04 00:00:00+00,22:20:XX,1,1,1,1,1,346
2019/01/04 00:00:00+00,22:30:XX,2,1,1,1,1,347
2019/01/04 00:00:00+00,22:30:XX,1,1,1,1,1,348
2019/01/04 00:00:00+00,22:31:XX,1,1,1,1,1,349
2019/01/04 00:00:00+00,23:14:XX,1,1,1,2,1,350
2019/01/04 00:00:00+00,23:19:XX,3,2,1,1,3,351
2019/01/04 00:00:00+00,23:41:XX,4,1,1,2,1,352
2019/01/05 00:00:00+00,00:05:XX,3,1,1,1,1,353
2019/01/05 00:00:00+00,00:25:XX,2,2,1,1,5,354
2019/01/05 00:00:00+00,00:41:XX,1,1,1,3,1,355
2019/01/05 00:00:00+00,00:42:XX,4,2,1,1,1,356
2019/01/03 00:00:00+00,01:45:XX,1,1,1,5,1,357
2019/01/03 00:00:00+00,02:04:XX,1,2,1,1,1,358
2019/01/03 00:00:00+00,02:05:XX,1,1,1,1,1,359
2019/01/03 00:00:00+00,02:20:XX,1,1,1,1,1,360
2019/01/03 00:00:00+00,05:17:XX,4,2,1,1,1,361
2019/01/03 00:00:00+00,05:39:XX,1,1,1,1,1,362
2019/01/03 00:00:00+00,05:44:XX,1,1,1,2,1,363
2019/01/03 00:00:00+00,06:55:XX,1,1,1,1,1,364
2019/01/03 00:00:00+00,07:00:XX,3,2,1,1,1,365
2019/01/03 00:00:00+00,07:15:XX,1,2,1,1,1,366
2019/01/03 00:00:00+00,07:22:XX,1,1,1,2,1,367
2019/01/03 00:00:00+00,07:23:XX,1,2,1,5,1,368
2019/01/03 00:00:00+00,07:25:XX,1,1,1,1,1,369
2019/01/03 00:00:00+00,07:30:XX,1,1,1,2,1,370
2019/01/03 00:00:00+00,07:30:XX,1,2,1,2,1,371
2019/01/03 00:00:00+00,07:36:XX,1,2,1,1,1,372
2019/01/03 00:00:00+00,07:40:XX,1,2,1,2,1,373
2019/01/03 00:00:00+00,07:45:XX,1,1,1,2,1,374
2019/01/03 00:00:00+00,07:49:XX,2,1,1,2,1,375
2019/01/03 00:00:00+00,07:50:XX,1,2,1,1,1,376
2019/01/03 00:00:00+00,08:08:XX,1,1,1,2,1,377
2019/01/03 00:00:00+00,08:11:XX,1,2,1,1,1,378
2019/01/03 00:00:00+00,08:15:XX,1,2,1,2,1,379
2019/01/03 00:00:00+00,08:30:XX,1,2,1,5,1,380
2019/01/03 00:00:00+00,08:35:XX,1,2,1,2,1,381
2019/01/03 00:00:00+00,08:40:XX,2,1,1,2,1,382
2019/01/03 00:00:00+00,08:48:XX,6,2,1,2,1,383
2019/01/03 00:00:00+00,08:50:XX,1,1,1,2,1,384
2019/01/03 00:00:00+00,08:55:XX,1,1,1,2,1,385
2019/01/03 00:00:00+00,13:52:XX,2,2,1,1,1,386
2019/01/03 00:00:00+00,13:53:XX,1,1,1,1,1,387
2019/01/03 00:00:00+00,14:15:XX,1,2,1,2,1,388
2019/01/03 00:00:00+00,14:40:XX,1,1,1,2,4,389
2019/01/03 00:00:00+00,15:42:XX,1,2,1,1,1,390
2019/01/03 00:00:00+00,16:34:XX,3,1,1,2,1,391
2019/01/03 00:00:00+00,17:00:XX,1,1,1,2,1,392
2019/01/03 00:00:00+00,17:02:XX,1,1,1,2,1,393
2019/01/03 00:00:00+00,17:06:XX,1,2,1,1,1,394
2019/01/03 00:00:00+00,17:33:XX,2,2,1,1,1,395
2019/01/03 00:00:00+00,17:48:XX,2,1,1,2,1,396
2019/01/03 00:00:00+00,17:54:XX,1,1,1,2,1,397
2019/01/03 00:00:00+00,18:15:XX,1,1,1,1,1,398
2019/01/03 00:00:00+00,18:26:XX,3,1,1,1,1,399
2019/01/03 00:00:00+00,18:34:XX,1,1,1,2,1,400
2019/01/07 00:00:00+00,09:30:XX,1,2,1,2,1,401
2019/01/07 00:00:00+00,09:32:XX,1,2,1,2,1,402
2019/01/07 00:00:00+00,09:41:XX,1,1,1,1,1,403
2019/01/07 00:00:00+00,09:42:XX,1,1,1,2,1,404
2019/01/07 00:00:00+00,09:46:XX,1,2,1,2,1,405
2019/01/07 00:00:00+00,09:49:XX,3,2,1,2,1,406
2019/01/07 00:00:00+00,10:00:XX,4,1,1,2,1,407
2019/01/07 00:00:00+00,10:04:XX,1,1,1,2,1,408
2019/01/07 00:00:00+00,10:13:XX,1,2,1,2,1,409
