RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B3-110088,2013/11/26 00:00:00+00,1552,S 12 at M,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7444
B3-106588,2013/11/15 00:00:00+00,1400,"RIDGE DR,S 27 to",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7445
B3-107502,2013/11/18 00:00:00+00,228,N 11 at SAUNDERS,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7446
B3-108333,2013/11/20 00:00:00+00,1445,"S 9,PEACH to PLUM",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7447
B3-109448,2013/11/24 00:00:00+00,119,"S 8,N to O",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7448
B3-111681,2013/12/02 00:00:00+00,1512,"S 10,K to LINCOLN MALL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7449
B3-108709,2013/11/21 00:00:00+00,2205,"FALL CREEK,A to ELLENDALE",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7450
B3-110093,2013/11/26 00:00:00+00,1623,S 10 at N,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7451
B3-111000,2013/11/29 00:00:00+00,2038,"S 9,K to L",NON-INJ H&R,RAN OFF ROAD,11,0,NO,NO,NO,NO,NO,NO,NO,7452
B3-106591,2013/11/15 00:00:00+00,1342,"S 56,S COTNER to VALLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7453
B3-107504,2013/11/18 00:00:00+00,659,"NEBR HWY,PIONEERS to S 14",INJURY,OTHER,2,1,NO,NO,NO,NO,NO,YES,NO,7454
B3-108358,2013/11/20 00:00:00+00,1630,"N 27,CORNHUSKER to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7455
B3-111695,2013/12/02 00:00:00+00,1518,"N ANTELOPE VALL,VIRGINIA to SAUNDERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7456
B3-109468,2013/11/24 00:00:00+00,1045,"S 70,L to S WEDGEWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7457
B3-108743,2013/11/21 00:00:00+00,2235,1440 S 17 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7458
B3-111012,2013/11/29 00:00:00+00,2115,S 27 at CALVERT,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7459
B3-110123,2013/11/26 00:00:00+00,1655,"P,N 11 to N 12",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,7460
B3-106593,2013/11/15 00:00:00+00,1520,"N 48,PIERCE to SUPERIOR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7461
B3-107516,2013/11/18 00:00:00+00,736,N 33 at VINE,INJURY,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7462
B3-108759,2013/11/21 00:00:00+00,2248,"W CHARLESTON,DEAD END to N 1",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7463
B3-111700,2013/12/02 00:00:00+00,1538,N 48 at MADISON,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7464
B3-109473,2013/11/24 00:00:00+00,1203,"N 84,HOLDREGE to LEXINGTON",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,7465
B3-108362,2013/11/20 00:00:00+00,1700,"HOLDREGE,N 34 to N 35",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7466
B3-110138,2013/11/26 00:00:00+00,1747,"CORNHUSKER,N 31 to N 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7467
B3-111021,2013/11/30 00:00:00+00,9999,"N 12,ADAMS to NELSON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7468
B3-106666,2013/11/15 00:00:00+00,1701,45 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7469
B3-107542,2013/11/18 00:00:00+00,750,"CONSTITUTION,BOSTON to MINUTEMAN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7470
B3-108760,2013/11/21 00:00:00+00,2245,S 56 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7471
B3-111707,2013/12/02 00:00:00+00,1612,"W SOUTH,SW 5 to S 1",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7472
B3-109475,2013/11/24 00:00:00+00,1349,"NW 19,W Q to W S",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7473
B3-108392,2013/11/20 00:00:00+00,1715,N 17 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7474
B3-110167,2013/11/26 00:00:00+00,1808,"PINE LAKE,S 34 to S 38",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7475
B3-106680,2013/11/15 00:00:00+00,1733,"S 27,WHISPERING WIND to HOY ST",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7476
B3-111023,2013/11/30 00:00:00+00,1100,"OLD CHENEY,S 40 to VILLAGE BLVD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7477
B3-109480,2013/11/24 00:00:00+00,1420,"SUPERIOR,N 19 to N 20",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7478
B3-108430,2013/11/20 00:00:00+00,1720,"N 70,DUDLEY to STARR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7479
B3-107554,2013/11/18 00:00:00+00,751,"N 84,COLLEGE PARK RD to O",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7480
B3-111709,2013/12/02 00:00:00+00,1430,1133 Q at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7481
B3-108763,2013/11/21 00:00:00+00,1950,2701 N 70 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7482
B3-110170,2013/11/26 00:00:00+00,1915,S 70 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7483
B3-106686,2013/11/15 00:00:00+00,1743,"O,22 to 23",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7484
B3-111027,2013/11/30 00:00:00+00,1115,"N 48,W to WILSHIRE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7485
B3-107573,2013/11/18 00:00:00+00,754,"S 9,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7486
B3-109503,2013/11/24 00:00:00+00,1145,6100 O ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7487
B3-108431,2013/11/20 00:00:00+00,2030,"OLD CHENEY,S 93 to S 96",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,7488
B3-111726,2013/12/02 00:00:00+00,1705,S 27 at RANDOLPH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7489
B3-108764,2013/11/22 00:00:00+00,9999,2120 J at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7490
B3-110184,2013/11/26 00:00:00+00,1945,"N 84,E AVON to VINE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7491
B3-109509,2013/11/24 00:00:00+00,1542,R at N COTNER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,7492
B3-111761,2013/12/02 00:00:00+00,1715,RENTWORTH DR at BRIARPARK,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7493
B3-108434,2013/11/20 00:00:00+00,2144,"N 1,ADAMS to LARAMIE TR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7494
B3-106711,2013/11/15 00:00:00+00,1756,S 16 at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7495
B3-111028,2013/11/30 00:00:00+00,1153,"BALDWIN,N 47 to N 48",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7496
B3-107575,2013/11/18 00:00:00+00,200,"S 52,FRANKLIN to SOUTH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7497
B3-108766,2013/11/22 00:00:00+00,525,"OREGON,NW 1 to NW 2",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7498
B3-110186,2013/11/26 00:00:00+00,2150,"PIONEERS,STACY to LUCILE",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7499
B3-109518,2013/11/17 00:00:00+00,9999,233 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7500
B3-111795,2013/12/02 00:00:00+00,1705,S 27 at RANDOLPH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7501
B3-108768,2013/11/22 00:00:00+00,750,"S 13,M to N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7502
B3-107606,2013/11/18 00:00:00+00,849,"N 17,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7503
B3-108435,2013/11/20 00:00:00+00,2154,NW 4 at W SAUNDERS,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7504
B3-111042,2013/11/30 00:00:00+00,1225,S 27 at CALVERT,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7505
B3-106770,2013/11/15 00:00:00+00,1755,S 56 at VAN DORN,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,7506
B3-111056,2013/11/30 00:00:00+00,1258,L at FROST DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7507
B3-110193,2013/11/26 00:00:00+00,2300,2940 N 14 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7508
B3-107615,2013/11/18 00:00:00+00,930,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7509
B3-111867,2013/12/02 00:00:00+00,1750,"W GARFIELD,S CODDINGTON to SW 21",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7510
B3-108437,2013/11/21 00:00:00+00,10,"N 51,GARLAND to LEIGHTON",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,7511
B3-106773,2013/11/15 00:00:00+00,1922,S 17 at J,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7512
B3-108770,2013/11/22 00:00:00+00,755,"S 33,LAKE to SMITH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7513
B3-109600,2013/11/24 00:00:00+00,1613,44 at O,INJURY,RIGHT ANGLE,3,3,NO,NO,NO,NO,NO,NO,NO,7514
B3-110194,2013/11/21 00:00:00+00,2250,6940 CORNHUSKER at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7515
B3-111061,2013/11/30 00:00:00+00,1305,"VALLEY,HILL DR to S 44",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7516
B3-107617,2013/11/18 00:00:00+00,1055,"N 48,FREMONT to HARTLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7517
B3-108445,2013/11/21 00:00:00+00,705,18 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7518
B3-111881,2013/12/02 00:00:00+00,1842,2310 N 1 at LOS LEONES,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,7519
B3-106778,2013/11/15 00:00:00+00,2240,N 27 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7520
B3-108777,2013/11/22 00:00:00+00,806,"W O,I 80 to W 32",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7521
B3-109623,2013/11/24 00:00:00+00,9999,"3951 N 26,- to 0",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7522
B3-108780,2013/11/21 00:00:00+00,2151,"S 77,A to DAVIES",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7523
B3-109636,2013/11/24 00:00:00+00,1745,5405 ERVIN at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7524
B3-108447,2013/11/21 00:00:00+00,731,"HOLDREGE,CITY LIMITS to N 98",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7525
B3-107635,2013/11/18 00:00:00+00,1133,N 56 at HOLDREGE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7526
B3-111886,2013/12/02 00:00:00+00,2045,"S 10,HILL ST to VAN DORN",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7527
B3-110202,2013/11/27 00:00:00+00,233,"SOUTH,MEMORIAL to WINTHROP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7528
B3-111070,2013/11/30 00:00:00+00,1320,S 33 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7529
B3-106802,2013/11/15 00:00:00+00,2330,S 18 at C,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7530
B3-111921,2013/12/02 00:00:00+00,2313,"5327 CORNHUSKER,PKG LOT to MCDONALDS",NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,7531
B3-108790,2013/11/22 00:00:00+00,805,"S 49,OLD CHENEY to RENTWORTH DR",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7532
B3-109676,2013/11/24 00:00:00+00,1814,"FAIR,N 27 to N 28",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7533
B3-108480,2013/11/21 00:00:00+00,750,"I 180,CORNHUSKER to R",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7534
B3-107645,2013/11/18 00:00:00+00,1244,"S 17,HARWOOD to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7535
B3-110231,1970/01/01 00:00:00+00,9999,W FAIRFIELD at W TREEHAVEN,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,7536
B3-111075,2013/11/30 00:00:00+00,1406,"S 52,LILLIBRIDGE to MYRTLE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7537
B3-106837,2013/11/15 00:00:00+00,2347,S 40 at SOUTH,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7538
B3-111940,2013/12/03 00:00:00+00,905,"S 48,J to L",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7539
B3-108795,2013/11/22 00:00:00+00,815,"S 27,LAKE to STRATFORD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7540
B3-106853,2013/11/16 00:00:00+00,50,"N 1,IRVING to SUPERIOR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7541
B3-110233,2013/11/27 00:00:00+00,710,N 50 at KNOX,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7542
B3-108486,2013/11/21 00:00:00+00,745,N 14 at ADAMS,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7543
B3-107651,2013/11/18 00:00:00+00,1245,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7544
B3-109694,2013/11/24 00:00:00+00,1859,"HAVELOCK,CORNHUSKER to TOUZALIN",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7545
B3-111079,2013/11/30 00:00:00+00,1533,N 16 at P,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7546
B3-108809,2013/11/22 00:00:00+00,810,"W HARVEST,NW 10 to NW 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7547
B3-111944,2013/12/03 00:00:00+00,822,"O,3 (OVERPASS) to 9",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7548
B3-106903,2013/11/16 00:00:00+00,750,S 13 at SOUTH,NON-INJ,RIGHT ANGLE,4,0,NO,NO,NO,NO,NO,YES,NO,7549
B3-110237,2013/11/27 00:00:00+00,825,"VAN DORN,S 48 to S 51",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7550
B3-108489,2013/11/18 00:00:00+00,9999,8800 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7551
B3-107656,2013/11/18 00:00:00+00,1435,"STATE FAIR PARK,CORNHUSKER to THERESA",NON-INJ,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,7552
B3-111083,2013/11/30 00:00:00+00,1550,N 41 at BALDWIN,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,NO,NO,7553
B3-109702,2013/11/25 00:00:00+00,748,"STATE FAIR PARK,CORNHUSKER to THERESA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7554
B3-110242,2013/11/27 00:00:00+00,830,"N 84,CORNHUSKER to FLETCHER",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7555
B3-106936,2013/11/16 00:00:00+00,9999,"OREGON,NW 1 to NW 2",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7556
B3-108812,1970/01/01 00:00:00+00,9999,"E,S 17 to S 18",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7557
B3-111962,2013/12/03 00:00:00+00,1015,"N 27,CLINTON to HOLDREGE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7558
B3-107658,2013/11/18 00:00:00+00,1500,"NORMAL,PARK CREST to VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7559
B3-109730,2013/11/25 00:00:00+00,926,SALT CREEK RDWY at STADIUM,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7560
B3-111085,2013/11/30 00:00:00+00,1615,6100 O at -,INJURY,,2,1,NO,NO,NO,NO,NO,NO,NO,7561
B3-106980,2013/11/16 00:00:00+00,810,"ELK RIDGE RD,S 52 to S 53 CT",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7562
B3-110245,2013/11/27 00:00:00+00,939,PINE LAKE at RIDGE RD,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,7563
B3-111979,2013/12/03 00:00:00+00,1202,"S 27,KUCERA to STOCKWELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7564
B3-108821,2013/11/22 00:00:00+00,910,"NW 20,W Q to W S",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7565
B3-107671,2013/11/18 00:00:00+00,1510,"S 70,L to O",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,7566
B3-111121,2013/11/30 00:00:00+00,1600,N 48 at ADAMS,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7567
B3-109733,2013/11/25 00:00:00+00,1015,"O,24 to 25",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7568
B3-108824,2013/11/22 00:00:00+00,940,N 11 at CORNHUSKER,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7569
B3-111997,2013/12/03 00:00:00+00,1238,"S 27,KUCERA to WOODS BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7570
B3-110254,2013/11/27 00:00:00+00,1131,"W O,W 22 to HOMESTEAD",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7571
B3-107001,2013/11/16 00:00:00+00,935,NW 12 at W BOND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7572
B3-107715,2013/11/18 00:00:00+00,1555,"O,84 to RUSSWOOD PKWY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7573
B3-111167,2013/11/30 00:00:00+00,1642,5500 S 56 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7574
B3-112001,2013/12/03 00:00:00+00,1250,"N 7,P to Q",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7575
B3-110263,2013/11/27 00:00:00+00,1140,N 27 at KING LN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7576
B3-108890,2013/11/22 00:00:00+00,1015,S 16 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7577
B3-107010,2013/11/16 00:00:00+00,1305,S 48 at NORMAL,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7578
B3-111182,2013/11/30 00:00:00+00,1600,625 N COTNER BLV at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7579
B3-107716,2013/11/18 00:00:00+00,1547,S 10 at L,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7580
B3-112009,2013/12/03 00:00:00+00,9999,HWY 34 at FALLBROOK BLVD,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7581
B3-108901,2013/11/22 00:00:00+00,1058,"CORNHUSKER,N 17 to YOLANDE",INJURY,RAN OFF ROAD,1,2,NO,NO,NO,NO,NO,YES,NO,7582
B3-110267,2013/11/27 00:00:00+00,1153,"S 70,MONTEREY to SOUTH",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,7583
B3-111256,2013/11/27 00:00:00+00,1600,1709 WASHINGTON at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7584
B3-112011,2013/12/03 00:00:00+00,1507,"N 14,KNOX to NELSON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7585
B3-110272,2013/11/27 00:00:00+00,1228,S 14 at WARLICK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7586
B3-111281,2013/11/30 00:00:00+00,1926,"W REDBERRY LN,NW 54 to NW 55",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7587
B3-110275,2013/11/26 00:00:00+00,9999,"BEL RIDGE,DODGE to SUPERIOR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7588
B3-112015,2013/12/03 00:00:00+00,1600,"O,34 to 35",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7589
B3-111327,2013/11/30 00:00:00+00,2217,N 9 at Q,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7590
B3-110276,2013/11/27 00:00:00+00,1307,"VINE,N 29 to N 30",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7591
B3-112032,2013/12/03 00:00:00+00,1632,PINE LAKE at S 14,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7592
B3-111340,2013/11/30 00:00:00+00,2325,"O,17 to 18",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7593
B3-110328,2013/11/27 00:00:00+00,1356,NORMAL at SOUTH,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7594
B3-112035,2013/12/03 00:00:00+00,1625,N 49 at ST PAUL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7595
B3-111345,2013/12/01 00:00:00+00,750,"W O,W ROUNDHOUSE to SUN VALLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7596
B3-112036,2013/12/02 00:00:00+00,1628,1840 CORNHUSKER at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7597
B3-110337,2013/11/27 00:00:00+00,1420,N 56 at FRANCIS,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7598
B3-111346,2013/12/01 00:00:00+00,9999,3400 SERENITY at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,7599
B3-111361,2013/12/01 00:00:00+00,1400,1322 A at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,7600
B3-112039,2013/12/03 00:00:00+00,1637,"S 40,CALVERT to SHERIDAN",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,YES,7601
B3-113726,2013/12/09 00:00:00+00,1553,N 70 at HOLDREGE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7602
B3-112040,2013/12/03 00:00:00+00,1720,LYNCREST at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7603
B3-113733,2013/12/09 00:00:00+00,1555,"SOUTH,S 48 to S 49",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,YES,7604
B3-112056,2013/12/03 00:00:00+00,1727,"N 14,ELBA to IRVING",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7605
B3-114025,2013/12/07 00:00:00+00,1800,3130 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7606
B3-113742,2013/12/09 00:00:00+00,1605,S 18 at F,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,7607
B3-112057,2013/12/03 00:00:00+00,1728,N 66 at Q,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7608
B3-114030,2013/12/10 00:00:00+00,1640,"HWY 6,N 84 to CITY LIMITS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7609
B3-113748,2013/12/09 00:00:00+00,1610,"SW 8,W B to W C",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,7610
B3-112083,2013/12/03 00:00:00+00,1730,J at CAPITOL PKWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7611
B3-114038,2013/12/10 00:00:00+00,1721,"S 70,L to S WEDGEWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7612
B3-113749,2013/12/09 00:00:00+00,1618,"RANDOLPH,S 47 to S 48",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7613
B3-112103,2013/12/03 00:00:00+00,1733,"PINE LAKE,RIDGE RD to S 27",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7614
B3-114045,2013/12/10 00:00:00+00,1720,"N 84,FREMONT to HAVELOCK",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7615
B3-114057,2013/12/10 00:00:00+00,9999,2301 N 84 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7616
