DATE,TIME,RACE,SEX,REASON,OUTCOME,SEARCH,FID
2017/03/23 00:00:00+00,10:23:XX,1,2,1,2,1,12280
2017/03/23 00:00:00+00,10:24:XX,1,1,1,2,1,12281
2017/03/23 00:00:00+00,10:30:XX,1,2,1,1,1,12282
2017/03/23 00:00:00+00,10:40:XX,1,2,1,1,1,12283
2017/03/23 00:00:00+00,10:45:XX,1,2,1,2,1,12284
2017/03/23 00:00:00+00,11:00:XX,1,2,1,2,1,12285
2017/03/23 00:00:00+00,11:00:XX,1,2,1,1,1,12286
2017/03/23 00:00:00+00,11:10:XX,1,2,1,2,1,12287
2017/03/23 00:00:00+00,11:14:XX,1,2,1,1,1,12288
2017/03/23 00:00:00+00,11:16:XX,1,2,1,2,1,12289
2017/03/23 00:00:00+00,11:17:XX,1,1,1,2,1,12290
2017/03/23 00:00:00+00,11:20:XX,1,1,1,1,1,12291
2017/03/23 00:00:00+00,11:33:XX,1,1,1,1,1,12292
2017/03/23 00:00:00+00,11:40:XX,1,2,1,1,1,12293
2017/03/23 00:00:00+00,12:27:XX,1,2,1,2,1,12294
2017/03/23 00:00:00+00,12:34:XX,1,2,1,1,1,12295
2017/03/23 00:00:00+00,12:39:XX,1,2,1,2,1,12296
2017/03/23 00:00:00+00,12:44:XX,1,1,1,2,1,12297
2017/03/23 00:00:00+00,12:45:XX,1,2,1,1,1,12298
2017/03/23 00:00:00+00,12:54:XX,1,2,1,2,1,12299
2017/03/23 00:00:00+00,13:07:XX,1,1,1,2,1,12300
2017/03/23 00:00:00+00,13:10:XX,1,1,1,1,1,12301
2017/03/23 00:00:00+00,13:25:XX,1,2,1,2,1,12302
2017/03/23 00:00:00+00,13:47:XX,2,1,1,1,1,12303
2017/03/22 00:00:00+00,09:34:XX,1,2,1,2,1,12304
2017/03/22 00:00:00+00,09:41:XX,1,1,1,2,1,12305
2017/03/23 00:00:00+00,13:50:XX,1,1,1,2,1,12306
2017/03/22 00:00:00+00,09:42:XX,1,2,1,1,1,12307
2017/03/23 00:00:00+00,13:54:XX,1,1,1,2,1,12308
2017/03/22 00:00:00+00,09:50:XX,1,1,1,2,1,12309
2017/03/23 00:00:00+00,14:00:XX,1,1,1,1,1,12310
2017/03/22 00:00:00+00,09:52:XX,1,2,1,2,1,12311
2017/03/23 00:00:00+00,14:02:XX,1,1,1,1,1,12312
2017/03/22 00:00:00+00,09:56:XX,1,1,1,2,1,12313
2017/03/23 00:00:00+00,14:09:XX,1,1,1,2,1,12314
2017/03/22 00:00:00+00,10:02:XX,1,1,1,4,1,12315
2017/03/23 00:00:00+00,14:15:XX,1,1,1,1,1,12316
2017/03/22 00:00:00+00,10:03:XX,1,1,1,2,1,12317
2017/03/23 00:00:00+00,14:23:XX,1,2,1,2,1,12318
2017/03/22 00:00:00+00,10:04:XX,1,1,1,2,1,12319
2017/03/23 00:00:00+00,14:27:XX,1,2,1,5,1,12320
2017/03/22 00:00:00+00,10:05:XX,1,1,1,1,1,12321
2017/03/23 00:00:00+00,14:28:XX,3,1,1,1,1,12322
2017/03/22 00:00:00+00,10:13:XX,1,2,1,2,1,12323
2017/03/23 00:00:00+00,14:38:XX,1,2,1,2,1,12324
2017/03/22 00:00:00+00,10:14:XX,1,2,1,2,1,12325
2017/03/23 00:00:00+00,14:40:XX,1,1,1,2,1,12326
2017/03/22 00:00:00+00,10:31:XX,1,1,1,2,1,12327
2017/03/23 00:00:00+00,14:47:XX,4,2,1,2,1,12328
2017/03/23 00:00:00+00,14:54:XX,1,2,1,2,1,12329
2017/03/23 00:00:00+00,15:03:XX,4,2,1,1,1,12330
2017/03/23 00:00:00+00,15:05:XX,1,2,1,2,1,12331
2017/03/23 00:00:00+00,15:06:XX,1,1,1,2,1,12332
2017/03/23 00:00:00+00,15:10:XX,1,1,1,2,1,12333
2017/03/22 00:00:00+00,10:32:XX,2,1,1,1,1,12334
2017/03/23 00:00:00+00,15:14:XX,1,1,1,2,1,12335
2017/03/23 00:00:00+00,15:16:XX,1,2,1,2,1,12336
2017/03/22 00:00:00+00,10:36:XX,1,2,1,2,1,12337
2017/03/23 00:00:00+00,15:19:XX,2,1,1,2,1,12338
2017/03/22 00:00:00+00,10:43:XX,1,1,1,2,1,12339
2017/03/23 00:00:00+00,15:20:XX,3,1,1,5,1,12340
2017/03/22 00:00:00+00,10:47:XX,1,1,1,1,1,12341
2017/03/23 00:00:00+00,15:32:XX,1,2,1,2,1,12342
2017/03/22 00:00:00+00,10:51:XX,1,2,1,5,1,12343
2017/03/23 00:00:00+00,15:44:XX,1,2,1,2,1,12344
2017/03/22 00:00:00+00,10:55:XX,1,2,1,1,1,12345
2017/03/23 00:00:00+00,15:49:XX,2,1,1,2,5,12346
2017/03/22 00:00:00+00,10:56:XX,1,2,1,1,1,12347
2017/03/23 00:00:00+00,15:77:XX,1,1,1,2,1,12348
2017/03/22 00:00:00+00,11:39:XX,1,2,1,1,1,12349
2017/03/23 00:00:00+00,16:00:XX,1,2,1,2,1,12350
2017/03/22 00:00:00+00,12:48:XX,1,1,1,1,1,12351
2017/03/23 00:00:00+00,16:07:XX,1,2,1,2,1,12352
2017/03/22 00:00:00+00,12:58:XX,1,2,1,2,1,12353
2017/03/23 00:00:00+00,16:09:XX,1,2,1,2,1,12354
2017/03/22 00:00:00+00,13:05:XX,1,1,1,1,1,12355
2017/03/23 00:00:00+00,16:20:XX,1,1,1,2,1,12356
2017/03/22 00:00:00+00,13:05:XX,6,1,1,2,1,12357
2017/03/23 00:00:00+00,16:21:XX,1,2,1,2,1,12358
2017/03/22 00:00:00+00,13:08:XX,1,2,1,2,1,12359
2017/03/23 00:00:00+00,16:38:XX,1,2,1,2,1,12360
2017/03/22 00:00:00+00,13:20:XX,1,1,1,5,1,12361
2017/03/23 00:00:00+00,17:14:XX,1,2,1,1,1,12362
2017/03/22 00:00:00+00,13:21:XX,1,1,1,2,1,12363
2017/03/23 00:00:00+00,17:38:XX,1,2,1,1,1,12364
2017/03/22 00:00:00+00,13:30:XX,2,1,1,5,1,12365
2017/03/23 00:00:00+00,17:50:XX,1,2,1,2,1,12366
2017/03/22 00:00:00+00,13:30:XX,1,1,1,2,1,12367
2017/03/23 00:00:00+00,18:06:XX,2,2,1,1,1,12368
2017/03/22 00:00:00+00,13:32:XX,2,2,1,2,1,12369
2017/03/23 00:00:00+00,18:40:XX,1,1,1,5,1,12370
2017/03/22 00:00:00+00,13:35:XX,1,2,1,1,1,12371
2017/03/23 00:00:00+00,18:50:XX,1,2,1,2,1,12372
2017/03/22 00:00:00+00,13:43:XX,1,2,1,1,1,12373
2017/03/23 00:00:00+00,19:3O:XX,1,2,1,5,1,12374
2017/03/22 00:00:00+00,13:45:XX,1,1,1,2,1,12375
2017/03/23 00:00:00+00,19:55:XX,1,1,1,2,1,12376
2017/03/22 00:00:00+00,13:48:XX,1,2,1,2,1,12377
2017/03/23 00:00:00+00,20:08:XX,2,1,1,1,1,12378
2017/03/22 00:00:00+00,13:50:XX,1,1,1,2,1,12379
2017/03/23 00:00:00+00,20:10:XX,4,1,1,1,1,12380
2017/03/22 00:00:00+00,13:56:XX,1,2,1,1,1,12381
2017/03/23 00:00:00+00,20:26:XX,3,1,1,1,1,12382
2017/03/23 00:00:00+00,20:35:XX,1,1,1,5,1,12383
2017/03/23 00:00:00+00,20:50:XX,2,1,1,1,1,12384
2017/03/23 00:00:00+00,21:28:XX,1,1,1,1,1,12385
2017/03/23 00:00:00+00,21:34:XX,3,1,1,1,1,12386
2017/03/23 00:00:00+00,21:40:XX,1,1,1,1,1,12387
2017/03/23 00:00:00+00,21:41:XX,2,2,1,5,1,12388
2017/03/22 00:00:00+00,14:00:XX,1,1,1,1,1,12389
2017/03/22 00:00:00+00,14:04:XX,1,2,1,2,1,12390
2017/03/22 00:00:00+00,14:05:XX,1,2,1,2,1,12391
2017/03/22 00:00:00+00,14:06:XX,1,2,1,1,1,12392
2017/03/22 00:00:00+00,14:08:XX,1,1,1,2,1,12393
2017/03/22 00:00:00+00,14:18:XX,1,1,1,2,1,12394
2017/03/22 00:00:00+00,14:24:XX,1,1,1,2,1,12395
2017/03/22 00:00:00+00,14:29:XX,1,2,1,1,1,12396
2017/03/22 00:00:00+00,14:30:XX,1,1,1,2,1,12397
2017/03/22 00:00:00+00,14:37:XX,1,2,1,2,1,12398
2017/03/22 00:00:00+00,14:41:XX,1,2,1,2,1,12399
2017/03/22 00:00:00+00,14:51:XX,1,2,1,2,1,12400
2017/03/23 00:00:00+00,21:44:XX,4,2,1,5,1,12401
2017/03/23 00:00:00+00,21:56:XX,3,1,1,2,1,12402
2017/03/23 00:00:00+00,22:00:XX,1,2,1,2,5,12403
2017/03/23 00:00:00+00,22:30:XX,2,1,2,5,1,12404
2017/03/23 00:00:00+00,23:26:XX,1,1,1,1,1,12405
2017/03/23 00:00:00+00,23:27:XX,3,2,1,1,1,12406
2017/03/23 00:00:00+00,23:35:XX,2,1,1,1,1,12407
2017/03/23 00:00:00+00,23:46:XX,1,1,1,1,1,12408
2017/03/23 00:00:00+00,23:55:XX,1,1,1,2,1,12409
2017/03/23 00:00:00+00,23:58:XX,1,1,1,1,1,12410
2017/03/24 00:00:00+00,00:05:XX,1,2,1,1,1,12411
2017/03/24 00:00:00+00,00:10:XX,2,1,1,1,1,12412
2017/03/24 00:00:00+00,00:12:XX,1,2,1,1,1,12413
2017/03/24 00:00:00+00,00:14:XX,1,1,1,1,1,12414
2017/03/24 00:00:00+00,00:20:XX,2,1,1,3,1,12415
2017/03/24 00:00:00+00,00:22:XX,1,1,3,2,2,12416
2017/03/24 00:00:00+00,00:30:XX,1,1,1,1,1,12417
2017/03/24 00:00:00+00,00:41:XX,1,2,1,1,1,12418
2017/03/24 00:00:00+00,00:45:XX,6,1,1,1,1,12419
2017/03/24 00:00:00+00,00:50:XX,3,2,1,1,1,12420
2017/03/24 00:00:00+00,00:51:XX,1,2,1,1,1,12421
2017/03/24 00:00:00+00,01:00:XX,1,1,1,1,1,12422
2017/03/24 00:00:00+00,01:01:XX,1,2,1,1,1,12423
2017/03/24 00:00:00+00,01:07:XX,1,1,1,3,1,12424
2017/03/24 00:00:00+00,01:09:XX,2,2,1,2,1,12425
2017/03/24 00:00:00+00,01:10:XX,4,1,1,1,1,12426
2017/03/24 00:00:00+00,01:13:XX,3,1,1,1,1,12427
2017/03/24 00:00:00+00,01:15:XX,2,1,1,2,1,12428
2017/03/24 00:00:00+00,01:19:XX,1,1,1,1,1,12429
2017/03/24 00:00:00+00,01:20:XX,1,1,1,1,1,12430
2017/03/24 00:00:00+00,01:30:XX,1,1,1,1,1,12431
2017/03/24 00:00:00+00,01:33:XX,5,2,1,1,1,12432
2017/03/24 00:00:00+00,01:34:XX,4,1,1,1,1,12433
2017/03/24 00:00:00+00,01:57:XX,1,1,1,4,3,12434
2017/03/24 00:00:00+00,02:05:XX,2,2,1,1,1,12435
2017/03/24 00:00:00+00,02:10:XX,1,2,1,1,1,12436
2017/03/24 00:00:00+00,02:16:XX,1,1,1,4,5,12437
2017/03/24 00:00:00+00,02:22:XX,1,2,1,1,1,12438
2017/03/24 00:00:00+00,02:24:XX,4,1,1,1,1,12439
2017/03/24 00:00:00+00,02:24:XX,2,2,1,1,1,12440
2017/03/24 00:00:00+00,02:45:XX,2,1,2,3,3,12441
2017/03/24 00:00:00+00,04:48:XX,1,1,1,1,1,12442
2017/03/24 00:00:00+00,04:58:XX,1,1,1,1,1,12443
2017/03/24 00:00:00+00,06:50:XX,1,2,1,1,1,12444
2017/03/24 00:00:00+00,06:59:XX,1,1,1,2,1,12445
2017/03/24 00:00:00+00,07:10:XX,1,1,1,2,1,12446
2017/03/24 00:00:00+00,07:15:XX,1,1,1,2,1,12447
2017/03/24 00:00:00+00,07:29:XX,1,1,1,2,1,12448
2017/03/24 00:00:00+00,08:14:XX,1,2,1,2,1,12449
2017/03/24 00:00:00+00,08:33:XX,2,1,1,2,1,12450
2017/03/24 00:00:00+00,08:35:XX,1,1,1,2,1,12451
2017/03/24 00:00:00+00,08:37:XX,1,1,1,2,1,12452
2017/03/24 00:00:00+00,08:45:XX,1,1,1,1,1,12453
2017/03/24 00:00:00+00,08:45:XX,3,1,1,1,4,12454
2017/03/24 00:00:00+00,08:45:XX,1,1,1,2,1,12455
2017/03/24 00:00:00+00,08:50:XX,1,2,1,2,1,12456
2017/03/24 00:00:00+00,08:54:XX,1,1,1,2,1,12457
2017/03/24 00:00:00+00,08:58:XX,1,2,1,1,1,12458
2017/03/24 00:00:00+00,09:02:XX,1,2,1,2,1,12459
2017/03/24 00:00:00+00,09:04:XX,1,2,1,2,1,12460
2017/03/24 00:00:00+00,09:05:XX,1,2,1,1,1,12461
2017/03/24 00:00:00+00,09:05:XX,1,2,1,1,1,12462
2017/03/24 00:00:00+00,09:14:XX,1,1,1,2,1,12463
2017/03/24 00:00:00+00,09:15:XX,1,1,1,3,1,12464
2017/03/24 00:00:00+00,09:15:XX,1,1,1,2,1,12465
2017/03/24 00:00:00+00,09:20:XX,1,2,1,2,1,12466
2017/03/24 00:00:00+00,09:22:XX,5,1,1,3,5,12467
2017/03/24 00:00:00+00,09:24:XX,1,2,1,1,1,12468
2017/03/24 00:00:00+00,09:32:XX,1,1,1,2,1,12469
2017/03/24 00:00:00+00,09:32:XX,1,1,1,2,1,12470
2017/03/24 00:00:00+00,09:34:XX,1,2,1,1,1,12471
2017/03/24 00:00:00+00,09:41:XX,1,2,1,2,1,12472
2017/03/24 00:00:00+00,09:44:XX,1,1,1,2,1,12473
2017/03/24 00:00:00+00,09:47:XX,1,2,1,2,1,12474
2017/03/24 00:00:00+00,09:47:XX,1,2,1,1,1,12475
2017/03/24 00:00:00+00,09:48:XX,1,2,1,2,1,12476
2017/03/24 00:00:00+00,09:50:XX,2,1,1,2,1,12477
2017/03/24 00:00:00+00,09:55:XX,1,1,1,2,1,12478
2017/03/24 00:00:00+00,10:00:XX,6,1,1,5,1,12479
2017/03/24 00:00:00+00,10:04:XX,1,2,1,2,1,12480
2017/03/24 00:00:00+00,10:04:XX,1,1,1,2,1,12481
2017/03/24 00:00:00+00,10:05:XX,1,1,1,2,1,12482
2017/03/24 00:00:00+00,10:05:XX,2,2,1,2,1,12483
2017/03/24 00:00:00+00,10:07:XX,2,1,1,1,1,12484
2017/03/24 00:00:00+00,10:08:XX,2,1,1,1,1,12485
2017/03/24 00:00:00+00,10:10:XX,4,1,1,5,1,12486
2017/03/24 00:00:00+00,10:15:XX,1,1,1,1,1,12487
2017/03/24 00:00:00+00,10:24:XX,1,1,1,2,1,12488
2017/03/24 00:00:00+00,10:35:XX,2,1,1,2,1,12489
2017/03/24 00:00:00+00,11:02:XX,2,1,1,2,1,12490
2017/03/24 00:00:00+00,12:40:XX,4,1,1,1,1,12491
2017/03/24 00:00:00+00,12:52:XX,1,1,1,1,1,12492
2017/03/24 00:00:00+00,13:30:XX,1,1,1,1,5,12493
2017/03/24 00:00:00+00,13:44:XX,2,1,1,2,1,12494
2017/03/24 00:00:00+00,14:02:XX,1,1,1,2,1,12495
2017/03/24 00:00:00+00,14:19:XX,4,2,1,1,1,12496
2017/03/24 00:00:00+00,14:35:XX,1,2,1,2,1,12497
2017/03/24 00:00:00+00,14:40:XX,1,2,1,1,1,12498
2017/03/24 00:00:00+00,14:42:XX,1,1,1,1,1,12499
2017/03/24 00:00:00+00,15:01:XX,1,2,1,1,1,12500
2017/03/25 00:00:00+00,02:10:XX,1,2,1,1,1,12501
2017/03/25 00:00:00+00,02:14:XX,1,1,1,2,1,12502
2017/03/25 00:00:00+00,02:17:XX,1,1,1,3,1,12503
2017/03/25 00:00:00+00,02:35:XX,1,2,1,1,1,12504
2017/03/25 00:00:00+00,02:45:XX,2,1,1,1,5,12505
2017/03/25 00:00:00+00,02:46:XX,1,1,1,1,1,12506
2017/03/25 00:00:00+00,02:58:XX,1,1,1,1,1,12507
2017/03/25 00:00:00+00,03:05:XX,1,1,1,1,1,12508
2017/03/25 00:00:00+00,03:20:XX,1,2,1,1,1,12509
2017/03/25 00:00:00+00,03:26:XX,2,1,1,1,1,12510
2017/03/25 00:00:00+00,03:30:XX,1,1,1,1,1,12511
2017/03/25 00:00:00+00,03:42:XX,3,1,1,2,5,12512
2017/03/25 00:00:00+00,06:48:XX,1,2,1,2,1,12513
2017/03/25 00:00:00+00,07:56:XX,2,1,1,4,3,12514
2017/03/25 00:00:00+00,08:00:XX,1,2,1,2,1,12515
2017/03/25 00:00:00+00,08:45:XX,1,1,1,1,1,12516
2017/03/25 00:00:00+00,08:48:XX,1,2,1,2,1,12517
2017/03/25 00:00:00+00,09:06:XX,3,2,1,5,1,12518
2017/03/25 00:00:00+00,09:18:XX,1,1,1,1,1,12519
2017/03/25 00:00:00+00,09:25:XX,1,1,1,2,1,12520
2017/03/25 00:00:00+00,09:48:XX,1,1,1,2,1,12521
2017/03/25 00:00:00+00,09:49:XX,1,1,1,2,1,12522
2017/03/25 00:00:00+00,10:06:XX,1,1,1,2,1,12523
2017/03/25 00:00:00+00,11:30:XX,1,1,1,2,1,12524
2017/03/25 00:00:00+00,11:45:XX,1,2,1,1,1,12525
2017/03/25 00:00:00+00,11:46:XX,3,2,1,5,1,12526
2017/03/25 00:00:00+00,11:55:XX,1,1,1,2,1,12527
2017/03/25 00:00:00+00,11:58:XX,1,1,1,1,1,12528
2017/03/25 00:00:00+00,12:00:XX,2,1,1,5,1,12529
2017/03/25 00:00:00+00,12:06:XX,1,2,1,1,1,12530
2017/03/25 00:00:00+00,12:11:XX,1,1,1,1,1,12531
2017/03/25 00:00:00+00,12:13:XX,1,2,1,1,1,12532
2017/03/25 00:00:00+00,12:34:XX,1,2,1,1,1,12533
2017/03/25 00:00:00+00,13:30:XX,1,2,1,1,1,12534
2017/03/25 00:00:00+00,13:38:XX,1,2,1,1,1,12535
2017/03/25 00:00:00+00,17:01:XX,2,1,1,5,1,12536
2017/03/25 00:00:00+00,17:06:XX,1,2,1,2,1,12537
2017/03/25 00:00:00+00,17:09:XX,2,1,1,2,5,12538
2017/03/25 00:00:00+00,17:27:XX,1,2,1,2,1,12539
2017/03/25 00:00:00+00,17:29:XX,1,2,1,2,1,12540
2017/03/25 00:00:00+00,17:30:XX,2,1,1,5,1,12541
2017/03/25 00:00:00+00,17:45:XX,1,2,1,1,1,12542
2017/03/25 00:00:00+00,17:45:XX,1,1,1,1,1,12543
2017/03/25 00:00:00+00,17:52:XX,1,1,1,1,1,12544
2017/03/25 00:00:00+00,17:58:XX,1,1,1,1,1,12545
2017/03/25 00:00:00+00,18:02:XX,2,1,1,1,1,12546
2017/03/25 00:00:00+00,18:08:XX,1,1,1,4,2,12547
2017/03/25 00:00:00+00,18:16:XX,6,1,1,5,1,12548
2017/03/25 00:00:00+00,18:17:XX,4,2,1,2,1,12549
2017/03/25 00:00:00+00,18:23:XX,1,1,1,1,1,12550
2017/03/25 00:00:00+00,23:50:XX,1,2,1,1,1,12551
2017/03/25 00:00:00+00,23:57:XX,1,1,1,1,1,12552
2017/03/25 00:00:00+00,: :XX,1,1,1,1,1,12553
2017/03/26 00:00:00+00,00:02:XX,6,1,1,1,1,12554
2017/03/26 00:00:00+00,00:04:XX,1,1,1,1,1,12555
2017/03/26 00:00:00+00,00:05:XX,1,2,1,5,1,12556
2017/03/26 00:00:00+00,00:05:XX,1,1,1,4,3,12557
2017/03/26 00:00:00+00,00:08:XX,1,2,1,1,1,12558
2017/03/26 00:00:00+00,00:11:XX,1,2,1,1,1,12559
2017/03/26 00:00:00+00,00:13:XX,1,1,1,1,1,12560
2017/03/26 00:00:00+00,00:14:XX,1,1,1,4,3,12561
2017/03/26 00:00:00+00,00:15:XX,4,1,1,3,1,12562
2017/03/26 00:00:00+00,00:17:XX,2,1,1,1,1,12563
2017/03/26 00:00:00+00,00:21:XX,1,1,1,5,1,12564
2017/03/26 00:00:00+00,00:24:XX,6,1,1,2,1,12565
2017/03/26 00:00:00+00,00:26:XX,3,2,1,1,1,12566
2017/03/26 00:00:00+00,00:30:XX,3,2,1,1,1,12567
2017/03/26 00:00:00+00,00:30:XX,1,1,1,1,1,12568
2017/03/26 00:00:00+00,00:34:XX,1,1,1,1,1,12569
2017/03/26 00:00:00+00,00:35:XX,1,1,1,1,1,12570
2017/03/26 00:00:00+00,00:42:XX,2,1,1,1,4,12571
2017/03/26 00:00:00+00,00:43:XX,1,2,1,2,1,12572
2017/03/26 00:00:00+00,00:45:XX,2,2,1,1,1,12573
2017/03/26 00:00:00+00,00:47:XX,2,1,1,1,1,12574
2017/03/26 00:00:00+00,00:52:XX,3,1,1,1,4,12575
2017/03/26 00:00:00+00,00:55:XX,3,1,1,1,1,12576
2017/03/26 00:00:00+00,01:03:XX,1,2,1,1,1,12577
2017/03/26 00:00:00+00,01:10:XX,1,1,1,1,1,12578
2017/03/26 00:00:00+00,01:12:XX,1,2,1,1,1,12579
2017/03/26 00:00:00+00,01:19:XX,1,1,1,1,1,12580
2017/03/26 00:00:00+00,01:24:XX,1,2,1,1,1,12581
2017/03/26 00:00:00+00,01:35:XX,1,1,1,1,1,12582
2017/03/26 00:00:00+00,01:37:XX,1,1,1,1,1,12583
2017/03/26 00:00:00+00,01:44:XX,2,1,1,1,1,12584
2017/03/26 00:00:00+00,01:54:XX,3,1,1,1,1,12585
2017/03/26 00:00:00+00,01:55:XX,1,1,1,2,1,12586
2017/03/26 00:00:00+00,01:55:XX,1,1,1,5,1,12587
2017/03/26 00:00:00+00,02:00:XX,1,1,1,1,1,12588
2017/03/26 00:00:00+00,02:06:XX,1,1,1,1,1,12589
2017/03/26 00:00:00+00,02:07:XX,2,1,1,2,2,12590
2017/03/26 00:00:00+00,02:10:XX,3,2,1,1,1,12591
2017/03/26 00:00:00+00,02:20:XX,2,1,1,1,1,12592
2017/03/26 00:00:00+00,02:24:XX,2,2,1,2,1,12593
2017/03/26 00:00:00+00,02:25:XX,3,2,1,5,1,12594
2017/03/26 00:00:00+00,02:25:XX,1,1,1,1,1,12595
2017/03/26 00:00:00+00,02:26:XX,1,2,1,1,1,12596
2017/03/26 00:00:00+00,02:27:XX,1,2,1,1,1,12597
2017/03/26 00:00:00+00,02:29:XX,1,2,1,1,1,12598
2017/03/26 00:00:00+00,02:30:XX,2,1,1,3,1,12599
2017/03/26 00:00:00+00,02:48:XX,1,1,1,3,1,12600
2017/03/25 00:00:00+00,18:32:XX,2,1,1,2,1,12601
2017/03/25 00:00:00+00,18:55:XX,1,1,1,2,1,12602
2017/03/25 00:00:00+00,19:02:XX,1,2,1,2,1,12603
2017/03/25 00:00:00+00,19:17:XX,1,1,1,1,1,12604
2017/03/25 00:00:00+00,19:20:XX,1,1,1,1,1,12605
2017/03/25 00:00:00+00,19:30:XX,1,1,1,1,1,12606
2017/03/25 00:00:00+00,19:34:XX,3,2,1,1,1,12607
2017/03/25 00:00:00+00,19:47:XX,1,1,1,1,1,12608
2017/03/25 00:00:00+00,19:49:XX,1,2,1,2,1,12609
2017/03/25 00:00:00+00,19:50:XX,2,2,1,1,1,12610
2017/03/25 00:00:00+00,19:52:XX,2,1,1,1,1,12611
2017/03/25 00:00:00+00,20:02:XX,3,1,1,2,1,12612
2017/03/25 00:00:00+00,20:08:XX,1,2,1,5,1,12613
2017/03/25 00:00:00+00,20:08:XX,1,1,1,3,1,12614
2017/03/25 00:00:00+00,20:15:XX,1,1,1,1,1,12615
2017/03/25 00:00:00+00,20:27:XX,1,1,1,1,1,12616
2017/03/25 00:00:00+00,20:37:XX,1,1,1,5,1,12617
2017/03/25 00:00:00+00,20:46:XX,1,2,1,5,1,12618
2017/03/25 00:00:00+00,20:48:XX,1,2,1,2,1,12619
2017/03/25 00:00:00+00,21:10:XX,1,1,1,5,1,12620
2017/03/25 00:00:00+00,21:34:XX,2,1,1,1,1,12621
2017/03/25 00:00:00+00,21:45:XX,2,1,1,1,1,12622
2017/03/25 00:00:00+00,21:47:XX,1,1,1,2,1,12623
2017/03/25 00:00:00+00,21:53:XX,1,1,1,4,5,12624
2017/03/25 00:00:00+00,21:59:XX,2,1,1,1,1,12625
2017/03/25 00:00:00+00,22:10:XX,1,1,1,1,1,12626
2017/03/25 00:00:00+00,22:12:XX,1,2,1,1,1,12627
2017/03/25 00:00:00+00,22:12:XX,3,1,1,1,1,12628
2017/03/25 00:00:00+00,22:25:XX,1,1,1,1,1,12629
2017/03/25 00:00:00+00,22:25:XX,1,1,1,1,1,12630
2017/03/25 00:00:00+00,22:30:XX,1,1,1,1,1,12631
2017/03/25 00:00:00+00,22:45:XX,1,1,1,5,1,12632
2017/03/25 00:00:00+00,22:54:XX,2,2,2,5,1,12633
2017/03/25 00:00:00+00,22:57:XX,1,1,1,5,1,12634
2017/03/25 00:00:00+00,23:00:XX,1,2,1,1,1,12635
2017/03/25 00:00:00+00,23:02:XX,1,2,1,1,1,12636
2017/03/25 00:00:00+00,23:10:XX,3,1,1,2,1,12637
2017/03/25 00:00:00+00,23:20:XX,1,2,1,1,1,12638
2017/03/25 00:00:00+00,23:24:XX,1,2,1,1,1,12639
2017/03/25 00:00:00+00,23:24:XX,1,2,1,1,1,12640
2017/03/25 00:00:00+00,23:25:XX,1,1,1,2,1,12641
2017/03/25 00:00:00+00,23:26:XX,1,1,1,1,1,12642
2017/03/25 00:00:00+00,23:30:XX,2,2,1,2,1,12643
2017/03/25 00:00:00+00,23:32:XX,2,1,1,5,1,12644
2017/03/25 00:00:00+00,23:34:XX,2,1,1,1,1,12645
2017/03/25 00:00:00+00,23:35:XX,1,1,1,1,1,12646
2017/03/25 00:00:00+00,23:42:XX,1,1,1,3,1,12647
2017/03/25 00:00:00+00,23:45:XX,1,1,1,1,1,12648
2017/03/25 00:00:00+00,23:49:XX,2,2,1,3,5,12649
2017/03/25 00:00:00+00,23:50:XX,2,1,1,1,1,12650
2017/03/26 00:00:00+00,02:55:XX,1,1,1,4,4,12651
2017/03/26 00:00:00+00,03:05:XX,2,1,1,1,1,12652
2017/03/26 00:00:00+00,03:20:XX,3,1,1,1,1,12653
2017/03/26 00:00:00+00,03:21:XX,2,1,1,3,4,12654
2017/03/26 00:00:00+00,03:25:XX,1,2,1,2,1,12655
2017/03/26 00:00:00+00,03:25:XX,1,2,1,1,1,12656
2017/03/26 00:00:00+00,03:26:XX,6,1,1,1,1,12657
2017/03/26 00:00:00+00,03:27:XX,1,2,1,1,5,12658
2017/03/26 00:00:00+00,03:30:XX,2,1,1,1,1,12659
2017/03/26 00:00:00+00,03:30:XX,3,2,1,1,1,12660
2017/03/26 00:00:00+00,04:16:XX,1,1,1,1,1,12661
2017/03/26 00:00:00+00,04:45:XX,1,1,1,1,1,12662
2017/03/26 00:00:00+00,05:06:XX,1,1,3,2,1,12663
2017/03/26 00:00:00+00,05:07:XX,2,1,1,2,1,12664
2017/03/26 00:00:00+00,05:28:XX,2,1,1,1,1,12665
2017/03/26 00:00:00+00,05:44:XX,2,2,1,2,1,12666
2017/03/26 00:00:00+00,06:00:XX,2,1,1,1,1,12667
2017/03/26 00:00:00+00,06:03:XX,2,1,1,1,1,12668
2017/03/26 00:00:00+00,06:15:XX,1,1,1,2,1,12669
2017/03/26 00:00:00+00,06:24:XX,1,1,1,1,1,12670
2017/03/26 00:00:00+00,07:27:XX,1,2,1,2,1,12671
2017/03/26 00:00:00+00,07:57:XX,1,2,1,2,1,12672
2017/03/26 00:00:00+00,08:35:XX,1,1,1,1,1,12673
2017/03/26 00:00:00+00,08:35:XX,1,1,1,1,1,12674
2017/03/26 00:00:00+00,08:56:XX,2,2,1,1,1,12675
2017/03/26 00:00:00+00,08:57:XX,1,2,1,2,1,12676
2017/03/26 00:00:00+00,09:31:XX,1,1,1,1,1,12677
2017/03/26 00:00:00+00,09:50:XX,3,2,1,1,1,12678
